obs,datetime
3.82,2010-07-07
20.17,2010-08-07
0.6,2010-09-07
0.7,2010-10-07
39.21,2010-11-07
65.96,2010-12-07
12.27,2010-07-13
3.02,2010-07-14
0.8,2010-07-15
1.35,2010-07-16
4.98,2010-07-17
0.0,2010-07-18
1.73,2010-07-19
0.16,2010-07-20
0.21,2010-07-21
0.98,2010-07-22
10.09,2010-07-23
92.59,2010-07-24
33.71,2010-07-25
17.76,2010-07-26
10.31,2010-07-27
7.84,2010-07-28
19.88,2010-07-29
6.25,2010-07-30
0.45,2010-07-31
2.22,2010-01-08
15.56,2010-02-08
15.27,2010-03-08
14.54,2010-04-08
40.23,2010-05-08
108.93,2010-06-08
0.57,2010-07-08
0.0,2010-08-08
0.0,2010-09-08
0.0,2010-10-08
1.41,2010-11-08
4.09,2010-12-08
0.75,2010-08-13
4.93,2010-08-14
40.26,2010-08-15
4.41,2010-08-16
0.0,2010-08-17
5.5,2010-08-18
2.35,2010-08-19
0.41,2010-08-20
19.3,2010-08-21
0.0,2010-08-22
10.17,2010-08-23
0.21,2010-08-24
6.29,2010-08-25
17.27,2010-08-26
0.0,2010-08-27
1.1,2010-08-28
1.92,2010-08-29
10.63,2010-08-30
9.71,2010-08-31
0.85,2010-01-09
9.73,2010-02-09
7.07,2010-03-09
24.9,2010-04-09
16.74,2010-05-09
12.16,2010-06-09
12.35,2010-07-09
62.49,2010-08-09
0.59,2010-09-09
0.0,2010-10-09
2.0,2010-11-09
0.75,2010-12-09
6.69,2010-09-13
19.08,2010-09-14
57.02,2010-09-15
0.56,2010-09-16
24.7,2010-09-17
73.06,2010-09-18
33.27,2010-09-19
3.5,2010-09-20
0.0,2010-09-21
0.68,2010-09-22
0.0,2010-09-23
0.45,2010-09-24
0.0,2010-09-25
0.0,2010-09-26
0.0,2010-09-27
0.0,2010-09-28
9.32,2010-09-29
0.0,2010-09-30
0.0,2010-01-10
0.0,2010-02-10
0.0,2010-03-10
0.0,2010-04-10
0.0,2010-05-10
9.92,2010-06-10
1.11,2010-07-10
4.49,2010-08-10
0.28,2010-09-10
0.55,2010-10-10
0.0,2010-11-10
0.0,2010-12-10
0.0,2010-10-13
0.0,2010-10-14
20.01,2010-10-15
18.12,2010-10-16
0.78,2010-10-17
4.18,2010-10-18
0.0,2010-10-19
0.0,2010-10-20
0.0,2010-10-21
2.15,2010-10-22
0.37,2010-10-23
35.73,2010-10-24
0.0,2010-10-25
0.0,2010-10-26
0.0,2010-10-27
0.0,2010-10-28
0.0,2010-10-29
0.0,2010-10-30
2.26,2010-10-31
0.37,2010-01-11
0.0,2010-02-11
0.0,2010-03-11
0.0,2010-04-11
0.0,2010-05-11
0.0,2010-06-11
0.0,2010-07-11
0.0,2010-08-11
1.27,2010-09-11
0.0,2010-10-11
0.0,2010-11-11
0.0,2010-12-11
0.32,2010-11-13
0.0,2010-11-14
0.0,2010-11-15
0.0,2010-11-16
0.0,2010-11-17
0.0,2010-11-18
0.0,2010-11-19
0.0,2010-11-20
1.68,2010-11-21
0.0,2010-11-22
0.0,2010-11-23
0.0,2010-11-24
0.0,2010-11-25
0.0,2010-11-26
0.0,2010-11-27
0.0,2010-11-28
0.0,2010-11-29
0.0,2010-11-30
0.0,2010-01-12
0.0,2010-02-12
0.0,2010-03-12
0.0,2010-04-12
0.0,2010-05-12
2.37,2010-06-12
18.77,2010-07-12
12.96,2010-08-12
5.35,2010-09-12
2.92,2010-10-12
0.33,2010-11-12
0.0,2010-12-12
0.33,2010-12-13
0.0,2010-12-14
0.0,2010-12-15
0.0,2010-12-16
0.0,2010-12-17
0.0,2010-12-18
0.0,2010-12-19
0.0,2010-12-20
0.0,2010-12-21
0.0,2010-12-22
0.0,2010-12-23
0.0,2010-12-24
0.0,2010-12-25
0.0,2010-12-26
0.0,2010-12-27
0.0,2010-12-28
0.0,2010-12-29
0.0,2010-12-30
0.0,2010-12-31
0.0,2011-01-01
0.0,2011-02-01
0.0,2011-03-01
0.0,2011-04-01
0.0,2011-05-01
0.0,2011-06-01
0.0,2011-07-01
0.0,2011-09-01
0.0,2011-10-01
0.0,2011-11-01
0.0,2011-12-01
0.0,2011-01-14
0.0,2011-01-15
0.0,2011-01-16
0.0,2011-01-18
0.0,2011-01-21
0.0,2011-01-22
0.0,2011-01-23
0.0,2011-01-24
0.0,2011-01-25
0.0,2011-01-26
0.0,2011-01-27
0.0,2011-01-28
0.0,2011-01-29
0.0,2011-01-30
0.0,2011-01-31
0.0,2011-01-02
0.0,2011-02-02
0.0,2011-03-02
0.0,2011-04-02
0.0,2011-05-02
0.0,2011-06-02
0.0,2011-07-02
0.0,2011-08-02
0.0,2011-09-02
0.0,2011-10-02
0.0,2011-12-02
0.0,2011-02-13
0.0,2011-02-14
0.0,2011-02-15
0.0,2011-02-16
0.0,2011-02-17
0.0,2011-02-18
0.0,2011-02-19
0.0,2011-02-20
2.96,2011-02-21
0.0,2011-02-22
0.0,2011-02-23
0.12,2011-02-24
0.0,2011-02-25
0.48,2011-02-26
0.0,2011-02-27
0.0,2011-02-28
0.0,2011-01-03
0.0,2011-02-03
0.0,2011-03-03
0.0,2011-04-03
0.0,2011-05-03
0.0,2011-06-03
0.0,2011-07-03
0.0,2011-08-03
0.0,2011-09-03
0.0,2011-10-03
0.0,2011-11-03
0.0,2011-12-03
0.0,2011-03-13
0.0,2011-03-14
0.0,2011-03-15
0.0,2011-03-16
0.0,2011-03-17
0.0,2011-03-18
0.0,2011-03-19
0.0,2011-03-20
0.0,2011-03-21
0.0,2011-03-22
0.0,2011-03-23
0.0,2011-03-24
0.0,2011-03-25
0.0,2011-03-26
0.0,2011-03-27
0.0,2011-03-28
0.0,2011-03-29
0.0,2011-03-30
0.0,2011-03-31
0.0,2011-01-04
0.0,2011-02-04
0.0,2011-03-04
0.0,2011-04-04
0.0,2011-05-04
0.0,2011-06-04
0.0,2011-07-04
0.0,2011-08-04
0.0,2011-09-04
1.43,2011-10-04
0.0,2011-11-04
0.0,2011-12-04
0.0,2011-04-13
0.48,2011-04-14
0.0,2011-04-15
0.0,2011-04-16
3.13,2011-04-17
0.0,2011-04-18
0.0,2011-04-19
0.86,2011-04-20
0.0,2011-04-21
1.72,2011-04-22
0.0,2011-04-23
0.0,2011-04-24
0.0,2011-04-25
7.23,2011-04-26
4.02,2011-04-27
11.89,2011-04-28
0.0,2011-04-29
0.0,2011-04-30
0.0,2011-01-05
0.0,2011-02-05
0.0,2011-03-05
0.0,2011-04-05
0.0,2011-05-05
0.0,2011-06-05
0.63,2011-07-05
0.0,2011-08-05
0.0,2011-09-05
0.0,2011-10-05
0.0,2011-11-05
0.0,2011-12-05
0.0,2011-05-13
0.12,2011-05-14
0.0,2011-05-15
0.0,2011-05-16
0.0,2011-05-17
0.0,2011-05-18
0.0,2011-05-19
1.11,2011-05-20
0.0,2011-05-21
0.0,2011-05-22
0.0,2011-05-23
0.0,2011-05-24
0.86,2011-05-25
0.0,2011-05-26
22.28,2011-05-27
0.34,2011-05-28
0.0,2011-05-29
0.0,2011-05-30
0.0,2011-05-31
0.0,2011-01-06
0.0,2011-02-06
0.0,2011-03-06
0.0,2011-04-06
0.0,2011-05-06
5.96,2011-06-06
6.07,2011-07-06
0.0,2011-08-06
0.0,2011-09-06
0.0,2011-10-06
3.42,2011-11-06
0.0,2011-12-06
5.78,2011-06-13
13.49,2011-06-14
0.0,2011-06-15
9.52,2011-06-16
19.46,2011-06-17
10.98,2011-06-18
6.4,2011-06-19
3.38,2011-06-20
4.37,2011-06-21
5.05,2011-06-22
1.95,2011-06-23
0.68,2011-06-24
0.0,2011-06-25
0.0,2011-06-26
21.3,2011-06-27
0.0,2011-06-28
0.7,2011-06-29
3.85,2011-06-30
0.0,2011-01-07
0.0,2011-02-07
8.78,2011-03-07
4.51,2011-04-07
43.65,2011-05-07
3.46,2011-06-07
3.82,2011-07-07
0.0,2011-08-07
0.0,2011-09-07
0.0,2011-10-07
0.0,2011-11-07
0.0,2011-12-07
2.88,2011-07-13
3.78,2011-07-14
0.0,2011-07-15
1.86,2011-07-16
4.36,2011-07-17
6.45,2011-07-18
0.0,2011-07-19
0.0,2011-07-20
6.36,2011-07-21
11.75,2011-07-22
3.95,2011-07-23
0.72,2011-07-24
0.0,2011-07-25
5.64,2011-07-26
0.86,2011-07-27
1.88,2011-07-28
0.0,2011-07-29
6.04,2011-07-30
0.0,2011-07-31
25.1,2011-01-08
6.26,2011-02-08
45.55,2011-03-08
15.04,2011-04-08
7.8,2011-05-08
0.0,2011-06-08
0.0,2011-07-08
3.79,2011-08-08
9.07,2011-09-08
0.0,2011-10-08
5.64,2011-11-08
26.35,2011-12-08
14.63,2011-08-13
7.58,2011-08-14
0.0,2011-08-15
0.0,2011-08-16
8.95,2011-08-17
31.35,2011-08-18
33.56,2011-08-19
22.58,2011-08-20
0.6,2011-08-21
1.17,2011-08-22
0.0,2011-08-23
42.48,2011-08-24
2.17,2011-08-25
12.33,2011-08-26
27.22,2011-08-27
33.41,2011-08-28
5.77,2011-08-29
35.74,2011-08-30
8.04,2011-08-31
28.32,2011-01-09
10.29,2011-02-09
1.34,2011-03-09
6.47,2011-04-09
4.32,2011-05-09
53.97,2011-06-09
17.89,2011-07-09
7.41,2011-08-09
9.14,2011-09-09
6.42,2011-10-09
2.37,2011-11-09
0.0,2011-12-09
2.07,2011-09-13
2.38,2011-09-14
0.0,2011-09-15
12.66,2011-09-16
0.0,2011-09-17
0.2,2011-09-18
0.0,2011-09-19
16.45,2011-09-20
14.39,2011-09-21
0.0,2011-09-22
27.81,2011-09-23
14.13,2011-09-24
0.0,2011-09-25
0.0,2011-09-26
0.0,2011-09-27
0.0,2011-09-28
0.0,2011-09-29
0.0,2011-09-30
0.0,2011-01-10
0.0,2011-02-10
0.0,2011-03-10
0.0,2011-04-10
0.0,2011-05-10
0.0,2011-06-10
0.0,2011-07-10
1.25,2011-10-10
1.35,2011-10-13
0.0,2011-10-17
0.0,2011-10-22
0.0,2011-10-23
0.0,2011-10-24
0.0,2011-10-25
0.0,2011-10-26
0.0,2011-10-27
0.0,2011-10-28
0.0,2011-10-29
0.0,2011-10-30
0.0,2011-10-31
0.0,2011-01-11
0.0,2011-02-11
0.0,2011-03-11
0.0,2011-04-11
0.0,2011-05-11
0.0,2011-06-11
0.0,2011-07-11
0.0,2011-08-11
0.0,2011-09-11
0.0,2011-10-11
0.0,2011-11-11
0.0,2011-12-11
0.0,2011-11-13
0.0,2011-11-14
0.0,2011-11-15
0.0,2011-11-16
0.0,2011-11-17
0.0,2011-11-18
0.0,2011-11-19
0.0,2011-11-20
0.0,2011-11-21
0.0,2011-11-22
0.0,2011-11-23
0.0,2011-11-24
0.0,2011-11-25
0.0,2011-11-26
0.0,2011-11-27
0.0,2011-11-28
0.0,2011-11-29
0.0,2011-11-30
0.0,2011-01-12
0.0,2011-02-12
0.0,2011-03-12
0.0,2011-04-12
0.0,2011-05-12
0.0,2011-06-12
0.0,2011-07-12
0.0,2011-08-12
0.0,2011-09-12
0.0,2011-10-12
0.0,2011-11-12
0.0,2011-12-12
0.0,2011-12-13
0.0,2011-12-14
0.0,2011-12-15
0.0,2011-12-16
0.0,2011-12-17
0.0,2011-12-18
0.0,2011-12-19
0.0,2011-12-20
0.0,2011-12-21
0.0,2011-12-22
0.0,2011-12-23
0.0,2011-12-24
0.0,2011-12-25
0.0,2011-12-26
0.0,2011-12-27
0.0,2011-12-28
0.0,2011-12-29
0.0,2011-12-30
0.0,2011-12-31
0.0,2012-01-01
0.0,2012-02-01
0.0,2012-03-01
0.0,2012-04-01
0.0,2012-05-01
0.0,2012-06-01
0.0,2012-07-01
0.0,2012-08-01
0.0,2012-09-01
3.11,2012-10-01
0.4,2012-11-01
0.0,2012-12-01
0.0,2012-01-13
0.0,2012-01-14
0.0,2012-01-15
0.0,2012-01-16
0.0,2012-01-17
0.0,2012-01-18
0.0,2012-01-19
0.0,2012-01-20
0.0,2012-01-21
0.0,2012-01-22
0.0,2012-01-23
0.0,2012-01-24
0.0,2012-01-25
0.0,2012-01-26
0.2,2012-01-27
0.0,2012-01-28
0.0,2012-01-29
0.0,2012-01-30
0.3,2012-01-31
0.0,2012-01-02
0.0,2012-02-02
0.0,2012-03-02
0.0,2012-04-02
0.0,2012-05-02
0.0,2012-07-02
0.0,2012-08-02
0.0,2012-09-02
0.0,2012-10-02
0.0,2012-11-02
0.0,2012-12-02
0.0,2012-02-13
0.0,2012-02-14
0.0,2012-02-15
0.0,2012-02-16
0.9,2012-02-17
0.0,2012-02-18
0.0,2012-02-19
0.0,2012-02-20
0.0,2012-02-21
0.0,2012-02-22
0.0,2012-02-23
0.0,2012-02-24
0.0,2012-02-25
0.0,2012-02-26
0.0,2012-02-27
0.0,2012-02-28
0.0,2012-02-29
0.0,2012-01-03
0.0,2012-02-03
0.0,2012-03-03
0.0,2012-04-03
0.0,2012-05-03
0.0,2012-06-03
0.0,2012-07-03
0.0,2012-08-03
0.0,2012-09-03
0.0,2012-10-03
0.0,2012-11-03
0.0,2012-12-03
0.0,2012-03-13
0.0,2012-03-14
0.0,2012-03-15
0.0,2012-03-16
0.0,2012-03-17
0.0,2012-03-18
0.0,2012-03-19
0.0,2012-03-20
0.0,2012-03-21
0.0,2012-03-22
0.0,2012-03-23
0.0,2012-03-24
0.0,2012-03-25
0.0,2012-03-26
0.0,2012-03-27
0.0,2012-03-28
0.0,2012-03-29
0.0,2012-03-30
1.96,2012-03-31
0.0,2012-01-04
0.0,2012-02-04
0.0,2012-03-04
0.0,2012-04-04
0.0,2012-05-04
0.0,2012-06-04
0.0,2012-07-04
0.0,2012-08-04
1.0,2012-09-04
0.0,2012-10-04
0.0,2012-11-04
0.0,2012-12-04
0.0,2012-04-13
0.0,2012-04-14
0.0,2012-04-15
0.0,2012-04-16
0.0,2012-04-17
0.0,2012-04-18
0.0,2012-04-19
0.0,2012-04-20
0.0,2012-04-21
0.0,2012-04-22
0.79,2012-04-23
0.0,2012-04-24
0.0,2012-04-25
0.0,2012-04-26
5.09,2012-04-27
0.0,2012-04-28
0.3,2012-04-29
9.34,2012-04-30
3.5,2012-01-05
2.34,2012-02-05
0.0,2012-03-05
0.0,2012-04-05
0.0,2012-05-05
0.0,2012-06-05
0.0,2012-07-05
0.0,2012-08-05
0.0,2012-10-05
0.4,2012-05-15
0.0,2012-05-17
0.0,2012-05-18
0.0,2012-05-19
0.0,2012-05-20
0.0,2012-05-21
0.0,2012-05-22
0.0,2012-05-23
0.0,2012-05-24
0.0,2012-05-25
0.0,2012-05-26
0.0,2012-05-27
0.0,2012-05-28
0.0,2012-05-29
0.0,2012-05-30
0.0,2012-05-31
0.0,2012-01-06
0.0,2012-02-06
0.0,2012-03-06
0.0,2012-04-06
0.0,2012-05-06
0.0,2012-06-06
0.0,2012-07-06
0.0,2012-08-06
0.0,2012-09-06
0.0,2012-10-06
23.36,2012-11-06
0.0,2012-12-06
0.4,2012-06-13
0.0,2012-06-14
1.75,2012-06-15
15.76,2012-06-16
14.08,2012-06-17
0.58,2012-06-18
64.82,2012-06-19
46.03,2012-06-20
56.78,2012-06-21
25.57,2012-06-22
11.5,2012-06-23
0.0,2012-06-24
0.0,2012-06-25
0.4,2012-06-26
4.75,2012-06-27
0.0,2012-06-28
0.58,2012-06-29
0.0,2012-06-30
22.38,2012-01-07
0.21,2012-02-07
71.64,2012-03-07
12.09,2012-04-07
0.0,2012-05-07
16.5,2012-06-07
4.93,2012-07-07
7.24,2012-08-07
25.82,2012-09-07
1.59,2012-10-07
0.0,2012-11-07
0.0,2012-12-07
0.0,2012-07-13
4.19,2012-07-14
8.76,2012-07-15
1.17,2012-07-16
2.1,2012-07-17
12.26,2012-07-18
0.42,2012-07-19
0.0,2012-07-20
0.44,2012-07-21
12.64,2012-07-22
0.3,2012-07-23
0.0,2012-07-24
1.86,2012-07-25
16.11,2012-07-26
11.84,2012-07-27
2.01,2012-07-28
0.0,2012-07-29
88.66,2012-07-30
111.68,2012-07-31
0.63,2012-01-08
0.84,2012-02-08
40.91,2012-03-08
36.12,2012-04-08
17.12,2012-05-08
30.44,2012-06-08
1.68,2012-07-08
0.0,2012-08-08
0.53,2012-09-08
8.66,2012-10-08
4.13,2012-11-08
0.0,2012-12-08
0.0,2012-08-13
2.7,2012-08-14
2.92,2012-08-15
0.21,2012-08-16
9.55,2012-08-17
6.1,2012-08-18
21.95,2012-08-19
0.0,2012-08-20
0.0,2012-08-21
0.0,2012-08-22
0.0,2012-08-23
0.0,2012-08-24
3.45,2012-08-25
8.83,2012-08-26
7.64,2012-08-27
0.0,2012-08-28
0.0,2012-08-29
0.0,2012-08-30
15.98,2012-08-31
3.13,2012-01-09
0.0,2012-02-09
65.3,2012-03-09
75.59,2012-04-09
4.78,2012-05-09
2.1,2012-06-09
8.57,2012-07-09
0.0,2012-08-09
30.32,2012-09-09
5.16,2012-10-09
0.49,2012-11-09
7.83,2012-12-09
0.0,2012-09-13
1.06,2012-09-14
12.3,2012-09-15
0.0,2012-09-16
3.32,2012-09-17
18.8,2012-09-18
13.15,2012-09-19
0.0,2012-09-20
19.38,2012-09-21
0.0,2012-09-22
2.18,2012-09-23
0.73,2012-09-24
0.0,2012-09-25
0.0,2012-09-26
0.0,2012-09-27
0.0,2012-09-28
0.0,2012-09-29
6.5,2012-09-30
4.73,2012-01-10
11.59,2012-02-10
0.85,2012-03-10
6.18,2012-04-10
2.17,2012-05-10
0.0,2012-06-10
0.0,2012-07-10
0.0,2012-08-10
0.0,2012-09-10
0.0,2012-10-10
4.89,2012-11-10
0.0,2012-12-10
0.0,2012-10-13
0.0,2012-10-14
0.0,2012-10-15
0.0,2012-10-16
0.0,2012-10-17
0.0,2012-10-18
0.0,2012-10-19
0.0,2012-10-20
0.0,2012-10-21
0.0,2012-10-22
0.0,2012-10-23
0.0,2012-10-24
0.0,2012-10-25
0.0,2012-10-26
0.0,2012-10-27
0.0,2012-10-28
0.0,2012-10-29
0.0,2012-10-30
0.0,2012-10-31
0.0,2012-01-11
0.0,2012-02-11
3.85,2012-03-11
0.0,2012-04-11
0.0,2012-05-11
0.0,2012-06-11
8.93,2012-07-11
0.0,2012-08-11
0.0,2012-09-11
0.0,2012-10-11
0.0,2012-11-11
0.0,2012-12-11
0.0,2012-11-13
0.0,2012-11-14
0.0,2012-11-15
0.0,2012-11-16
0.0,2012-11-17
0.0,2012-11-18
0.0,2012-11-22
0.0,2012-11-29
0.0,2012-05-12
0.0,2012-06-12
0.0,2012-07-12
0.0,2012-08-12
0.0,2012-09-12
0.0,2012-11-12
0.0,2012-12-12
0.0,2012-12-15
0.0,2012-12-18
0.0,2012-12-19
0.0,2012-12-20
0.0,2012-12-21
0.0,2012-12-22
0.0,2012-12-23
0.0,2012-12-24
0.0,2012-12-25
0.0,2012-12-26
0.0,2012-12-27
0.0,2012-12-28
0.0,2012-12-29
0.0,2012-12-30
0.0,2012-12-31
0.0,2013-01-01
0.0,2013-02-01
0.69,2013-03-01
0.0,2013-04-01
0.0,2013-05-01
0.0,2013-06-01
0.0,2013-07-01
0.0,2013-08-01
0.0,2013-09-01
0.0,2013-10-01
0.0,2013-11-01
0.0,2013-12-01
0.0,2013-01-13
0.0,2013-01-14
0.0,2013-01-15
0.0,2013-01-16
0.0,2013-01-17
0.0,2013-01-18
0.0,2013-01-19
0.0,2013-01-20
0.0,2013-01-21
0.0,2013-01-22
0.0,2013-01-23
0.0,2013-01-24
0.0,2013-01-25
0.0,2013-01-26
0.0,2013-01-27
0.0,2013-01-28
0.0,2013-01-29
0.0,2013-01-30
0.0,2013-01-31
0.0,2013-01-02
0.0,2013-02-02
0.0,2013-03-02
0.0,2013-04-02
0.0,2013-05-02
0.0,2013-06-02
0.0,2013-07-02
0.0,2013-08-02
0.14,2013-09-02
0.0,2013-10-02
0.0,2013-11-02
0.0,2013-12-02
0.0,2013-02-13
0.0,2013-02-14
0.0,2013-02-15
0.0,2013-02-16
4.62,2013-02-17
1.43,2013-02-18
0.0,2013-02-19
0.0,2013-02-20
0.0,2013-02-21
0.0,2013-02-22
0.0,2013-02-23
0.0,2013-02-24
0.0,2013-02-25
0.0,2013-02-26
0.0,2013-02-27
0.0,2013-02-28
0.0,2013-01-03
0.0,2013-02-03
0.0,2013-03-03
0.0,2013-04-03
0.0,2013-05-03
0.0,2013-06-03
0.0,2013-07-03
0.0,2013-08-03
0.0,2013-09-03
0.0,2013-10-03
0.0,2013-11-03
0.0,2013-12-03
0.0,2013-03-13
0.0,2013-03-14
0.0,2013-03-15
0.0,2013-03-16
0.0,2013-03-17
0.0,2013-03-18
0.0,2013-03-19
0.0,2013-03-20
0.0,2013-03-21
0.0,2013-03-22
0.0,2013-03-23
0.0,2013-03-24
0.0,2013-03-25
0.0,2013-03-26
0.0,2013-03-27
0.0,2013-03-28
0.0,2013-03-29
0.0,2013-03-30
0.0,2013-03-31
0.0,2013-01-04
0.0,2013-02-04
0.0,2013-03-04
0.0,2013-04-04
0.0,2013-05-04
0.0,2013-06-04
0.0,2013-07-04
0.0,2013-08-04
0.0,2013-09-04
0.0,2013-10-04
0.0,2013-11-04
0.0,2013-12-04
0.0,2013-04-13
3.11,2013-04-14
0.33,2013-04-15
0.0,2013-04-16
0.0,2013-04-17
0.0,2013-04-18
0.0,2013-04-19
20.36,2013-04-20
10.85,2013-04-21
0.0,2013-04-25
0.0,2013-04-26
0.0,2013-04-30
0.0,2013-01-05
4.16,2013-02-05
0.33,2013-06-05
0.0,2013-07-05
0.0,2013-09-05
0.0,2013-10-05
0.0,2013-11-05
0.0,2013-12-05
0.0,2013-05-13
0.0,2013-05-14
1.3,2013-05-15
0.0,2013-05-16
0.0,2013-05-17
0.0,2013-05-18
0.0,2013-05-19
0.0,2013-05-20
0.0,2013-05-21
0.0,2013-05-22
0.0,2013-05-23
0.0,2013-05-24
0.0,2013-05-25
0.0,2013-05-26
4.45,2013-05-27
4.9,2013-05-28
0.0,2013-05-29
2.14,2013-05-30
3.93,2013-05-31
0.0,2013-01-06
2.89,2013-02-06
0.0,2013-03-06
0.0,2013-04-06
0.0,2013-05-06
34.96,2013-06-06
0.0,2013-07-06
0.0,2013-09-06
0.0,2013-10-06
0.0,2013-11-06
46.64,2013-06-13
4.05,2013-06-15
0.0,2013-06-18
0.0,2013-06-19
18.01,2013-06-20
0.44,2013-06-21
2.84,2013-06-22
5.09,2013-06-23
54.32,2013-06-24
130.65,2013-06-25
5.04,2013-06-26
0.52,2013-06-27
1.76,2013-06-28
0.0,2013-06-29
0.0,2013-06-30
4.19,2013-01-07
0.81,2013-02-07
0.0,2013-03-07
0.68,2013-04-07
35.3,2013-05-07
0.0,2013-06-07
0.69,2013-07-07
4.14,2013-08-07
4.58,2013-09-07
33.87,2013-10-07
6.12,2013-11-07
34.84,2013-12-07
0.87,2013-07-13
0.24,2013-07-14
4.47,2013-07-15
1.24,2013-07-16
0.65,2013-07-17
0.0,2013-07-18
0.0,2013-07-19
0.19,2013-07-20
29.88,2013-07-21
16.99,2013-07-22
66.71,2013-07-23
1.29,2013-07-24
8.07,2013-07-25
37.23,2013-07-26
39.27,2013-07-27
7.72,2013-07-28
7.69,2013-07-29
42.84,2013-07-30
122.59,2013-07-31
2.78,2013-01-08
6.91,2013-02-08
0.11,2013-03-08
3.92,2013-04-08
8.0,2013-05-08
8.01,2013-06-08
0.0,2013-07-08
12.83,2013-08-08
42.27,2013-09-08
5.76,2013-10-08
0.67,2013-11-08
1.57,2013-12-08
62.77,2013-08-13
1.8,2013-08-14
10.59,2013-08-15
3.57,2013-08-16
24.52,2013-08-17
10.03,2013-08-18
14.25,2013-08-19
33.52,2013-08-20
3.87,2013-08-21
0.0,2013-08-22
0.0,2013-08-23
0.0,2013-08-24
0.0,2013-08-25
0.0,2013-08-26
0.0,2013-08-27
22.12,2013-08-28
15.99,2013-08-29
0.0,2013-08-30
0.0,2013-08-31
7.08,2013-01-09
0.0,2013-02-09
2.37,2013-03-09
0.0,2013-04-09
6.18,2013-05-09
2.54,2013-06-09
23.07,2013-07-09
1.74,2013-08-09
0.55,2013-09-09
1.04,2013-10-09
0.0,2013-11-09
0.0,2013-12-09
0.0,2013-09-13
10.25,2013-09-14
2.52,2013-09-15
0.35,2013-09-16
2.88,2013-09-17
19.94,2013-09-18
1.14,2013-09-19
14.46,2013-09-20
2.02,2013-09-21
25.11,2013-09-22
0.52,2013-09-23
0.0,2013-09-24
0.0,2013-09-25
0.0,2013-09-26
4.72,2013-09-27
26.57,2013-09-28
37.33,2013-09-29
17.69,2013-09-30
44.66,2013-01-10
5.9,2013-02-10
2.27,2013-03-10
0.0,2013-04-10
1.0,2013-05-10
0.0,2013-06-10
0.0,2013-07-10
3.92,2013-08-10
1.87,2013-09-10
2.93,2013-10-10
7.21,2013-11-10
10.62,2013-12-10
54.87,2013-10-13
13.4,2013-10-14
0.0,2013-10-15
0.0,2013-10-16
0.0,2013-10-17
0.0,2013-10-18
0.0,2013-10-19
0.0,2013-10-20
0.0,2013-10-21
21.49,2013-10-22
3.48,2013-10-24
11.24,2013-10-25
2.39,2013-10-26
24.17,2013-10-27
4.83,2013-10-28
0.0,2013-10-29
0.0,2013-10-30
0.0,2013-10-31
0.0,2013-01-11
0.0,2013-02-11
0.0,2013-03-11
0.0,2013-04-11
0.0,2013-05-11
0.0,2013-06-11
0.0,2013-07-11
0.0,2013-08-11
0.0,2013-09-11
0.0,2013-10-11
0.0,2013-11-11
0.0,2013-12-11
0.0,2013-11-13
0.0,2013-11-14
0.0,2013-11-15
0.0,2013-11-16
0.0,2013-11-17
0.0,2013-11-18
0.0,2013-11-19
0.0,2013-11-20
0.0,2013-11-21
0.0,2013-11-22
0.0,2013-11-23
0.0,2013-11-24
0.0,2013-11-25
0.0,2013-11-26
0.0,2013-11-27
0.0,2013-11-28
0.0,2013-11-29
0.0,2013-11-30
0.0,2013-01-12
0.0,2013-02-12
0.0,2013-03-12
0.0,2013-04-12
0.0,2013-05-12
0.0,2013-07-12
0.0,2013-08-12
0.0,2013-09-12
0.0,2013-10-12
0.0,2013-11-12
0.0,2013-12-12
0.0,2013-12-13
0.0,2013-12-14
0.0,2013-12-16
0.0,2013-12-17
0.0,2013-12-18
0.0,2013-12-20
0.0,2013-12-21
0.0,2013-12-22
0.0,2013-12-23
0.0,2013-12-24
0.0,2013-12-25
0.0,2013-12-26
0.0,2013-12-27
0.0,2013-12-28
0.0,2013-12-29
0.0,2013-12-30
0.0,2013-12-31
0.0,2014-01-01
0.0,2014-02-01
0.0,2014-03-01
0.0,2014-04-01
0.0,2014-05-01
0.0,2014-06-01
0.0,2014-07-01
0.0,2014-08-01
0.0,2014-09-01
0.0,2014-10-01
0.0,2014-11-01
0.0,2014-12-01
0.0,2014-01-13
0.0,2014-01-14
0.0,2014-01-15
0.0,2014-01-16
0.0,2014-01-17
0.0,2014-01-18
0.0,2014-01-19
0.0,2014-01-20
0.0,2014-01-21
0.0,2014-01-22
0.0,2014-01-23
0.0,2014-01-24
0.0,2014-01-25
0.0,2014-01-26
0.0,2014-01-27
0.0,2014-01-28
0.0,2014-01-29
0.0,2014-01-30
0.0,2014-01-31
0.0,2014-01-02
0.0,2014-02-02
0.0,2014-03-02
0.0,2014-04-02
0.0,2014-05-02
0.0,2014-06-02
0.0,2014-07-02
0.0,2014-08-02
0.0,2014-09-02
0.0,2014-10-02
0.0,2014-11-02
0.0,2014-12-02
0.0,2014-02-13
0.0,2014-02-14
0.0,2014-02-15
0.0,2014-02-16
6.22,2014-02-17
0.0,2014-02-18
0.0,2014-02-19
0.0,2014-02-20
0.0,2014-02-21
0.0,2014-02-22
0.0,2014-02-23
0.0,2014-02-24
0.0,2014-02-25
0.0,2014-02-26
0.0,2014-02-27
0.0,2014-02-28
0.0,2014-01-03
