idates,imonths,iyears,obs,meanmod,stdmod
1,6,2017,0.0,2.66,3.87
2,6,2017,0.56,4.54,4.66
3,6,2017,0.0,1.05,1.3
4,6,2017,0.0,0.76,1.69
5,6,2017,0.0,2.71,6.42
6,6,2017,1.71,5.69,7.91
7,6,2017,0.0,11.64,10.79
8,6,2017,26.4,12.92,10.07
9,6,2017,0.0,6.11,6.9
10,6,2017,0.0,18.1,15.05
11,6,2017,3.94,10.02,6.9
12,6,2017,1.4,4.24,4.16
13,6,2017,11.16,10.54,19.21
14,6,2017,0.0,3.3,8.14
15,6,2017,0.0,5.47,6.03
16,6,2017,17.81,6.59,6.26
17,6,2017,0.0,4.16,4.99
18,6,2017,0.0,7.3,7.27
19,6,2017,8.26,6.29,8.48
20,6,2017,0.73,5.81,8.82
21,6,2017,23.94,4.07,6.0
22,6,2017,4.21,10.09,10.54
23,6,2017,3.68,12.38,10.06
24,6,2017,0.0,19.28,10.96
25,6,2017,1.27,38.92,30.87
26,6,2017,7.1,14.25,15.05
27,6,2017,7.82,11.87,13.69
28,6,2017,0.2,23.96,33.37
29,6,2017,0.0,17.85,24.82
30,6,2017,0.0,14.59,17.86
1,7,2017,25.08,9.43,8.56
2,7,2017,3.0,19.73,29.56
3,7,2017,1.01,1.39,3.15
4,7,2017,0.73,4.38,6.0
5,7,2017,1.66,3.36,4.33
6,7,2017,0.0,6.82,12.35
7,7,2017,0.0,5.92,9.68
8,7,2017,0.0,3.87,6.86
9,7,2017,0.0,7.02,8.6
10,7,2017,7.64,7.45,8.02
11,7,2017,20.36,9.25,11.69
12,7,2017,10.17,10.93,11.48
13,7,2017,10.48,9.5,9.14
14,7,2017,0.71,9.49,11.87
15,7,2017,3.81,17.2,29.72
16,7,2017,8.21,21.42,21.5
17,7,2017,23.99,36.96,33.29
18,7,2017,29.52,21.09,17.72
19,7,2017,23.83,18.6,18.8
20,7,2017,5.67,2.04,2.45
21,7,2017,0.0,2.92,4.33
22,7,2017,0.0,1.68,2.3
23,7,2017,0.44,3.59,3.91
24,7,2017,1.12,1.63,1.99
25,7,2017,2.8,2.18,6.3
26,7,2017,1.78,2.12,1.99
27,7,2017,5.16,1.81,2.33
28,7,2017,4.25,2.47,3.3
29,7,2017,0.3,5.85,4.98
30,7,2017,0.0,9.51,7.52
31,7,2017,2.44,11.45,16.04
1,8,2017,4.5,7.21,7.61
2,8,2017,3.4,7.4,8.53
3,8,2017,7.34,1.95,4.08
4,8,2017,0.0,9.75,14.61
5,8,2017,2.3,12.47,12.97
6,8,2017,18.78,21.03,26.27
7,8,2017,0.0,7.85,12.37
8,8,2017,5.86,9.16,10.04
9,8,2017,2.31,6.36,7.89
10,8,2017,1.95,4.51,4.85
11,8,2017,2.3,6.63,6.11
12,8,2017,0.0,4.93,5.94
13,8,2017,15.81,8.67,7.7
14,8,2017,13.08,12.69,10.08
15,8,2017,0.14,8.64,9.08
16,8,2017,3.7,12.98,6.96
17,8,2017,13.19,22.17,15.24
18,8,2017,30.07,21.08,15.27
19,8,2017,10.63,5.68,4.93
20,8,2017,1.51,4.02,4.34
21,8,2017,2.15,0.33,0.27
22,8,2017,0.59,3.91,4.25
23,8,2017,0.59,9.14,5.92
24,8,2017,32.31,11.65,6.46
25,8,2017,0.0,11.11,7.16
26,8,2017,2.31,6.45,3.59
27,8,2017,3.7,14.65,5.91
28,8,2017,44.41,13.5,8.21
29,8,2017,18.74,4.48,3.8
30,8,2017,2.72,1.88,2.99
31,8,2017,0.0,9.12,9.44
1,9,2017,5.76,4.99,5.24
2,9,2017,4.81,2.14,3.42
3,9,2017,0.0,1.25,1.71
4,9,2017,0.0,4.89,3.81
5,9,2017,0.0,7.26,4.01
6,9,2017,0.0,4.74,3.48
7,9,2017,7.46,4.38,2.96
8,9,2017,0.0,7.63,5.28
9,9,2017,1.05,10.5,6.4
10,9,2017,5.59,5.26,4.31
11,9,2017,0.0,4.8,7.09
12,9,2017,0.0,14.37,6.95
13,9,2017,1.1,15.65,7.22
14,9,2017,6.58,12.85,7.87
15,9,2017,1.02,8.0,5.3
16,9,2017,0.4,3.92,3.14
17,9,2017,46.83,5.91,3.62
18,9,2017,0.54,14.08,7.65
19,9,2017,8.39,28.98,21.81
20,9,2017,39.12,5.84,5.99
21,9,2017,0.0,0.91,1.78
22,9,2017,0.0,3.29,3.36
23,9,2017,0.0,1.79,2.3
24,9,2017,0.0,7.9,6.36
25,9,2017,0.74,3.12,4.16
26,9,2017,0.0,0.88,1.93
27,9,2017,0.13,3.59,2.85
28,9,2017,0.0,6.21,4.43
29,9,2017,25.01,8.7,6.09
30,9,2017,1.66,9.54,6.39
1,10,2017,1.6,13.95,7.24
2,10,2017,7.41,6.25,2.98
3,10,2017,9.6,6.26,3.45
4,10,2017,1.85,7.48,5.06
5,10,2017,3.93,2.17,1.78
6,10,2017,7.79,11.33,6.92
7,10,2017,21.53,7.68,5.19
8,10,2017,4.88,8.46,6.73
9,10,2017,18.7,10.22,7.04
10,10,2017,6.13,8.44,7.09
11,10,2017,0.28,5.69,3.9
12,10,2017,0.0,8.03,3.86
13,10,2017,0.0,5.9,4.73
14,10,2017,0.0,6.2,3.92
15,10,2017,0.0,4.37,4.63
16,10,2017,0.0,0.01,0.08
17,10,2017,0.0,0.0,0.0
18,10,2017,0.0,1.22,1.68
19,10,2017,0.0,20.97,9.84
20,10,2017,7.17,10.47,12.43
21,10,2017,0.35,1.42,1.92
22,10,2017,0.0,3.56,3.7
23,10,2017,0.0,0.26,0.32
24,10,2017,0.0,0.39,0.5
25,10,2017,0.0,0.74,1.11
26,10,2017,0.0,0.82,1.52
27,10,2017,0.0,1.02,0.92
28,10,2017,0.0,1.11,1.09
29,10,2017,0.0,0.36,0.42
30,10,2017,0.0,0.05,0.12
31,10,2017,0.0,0.0,0.0
1,11,2017,0.0,0.0,0.0
2,11,2017,0.0,0.05,0.13
3,11,2017,0.0,0.03,0.05
4,11,2017,0.0,0.01,0.03
5,11,2017,0.0,0.02,0.05
6,11,2017,0.0,0.0,0.01
7,11,2017,0.0,0.0,0.01
8,11,2017,0.0,0.0,0.0
9,11,2017,0.0,0.0,0.0
10,11,2017,0.0,0.0,0.0
11,11,2017,0.0,0.0,0.0
12,11,2017,0.0,0.0,0.0
13,11,2017,0.0,0.0,0.01
14,11,2017,0.0,0.72,1.18
15,11,2017,0.0,19.68,15.29
16,11,2017,0.0,14.61,19.17
17,11,2017,0.0,0.63,1.39
18,11,2017,0.0,0.68,0.72
19,11,2017,0.0,1.41,2.05
20,11,2017,0.0,0.35,0.25
21,11,2017,0.0,0.05,0.17
22,11,2017,0.0,0.06,0.12
23,11,2017,0.0,0.0,0.01
24,11,2017,0.0,0.0,0.0
25,11,2017,0.0,0.0,0.0
26,11,2017,0.0,0.0,0.0
27,11,2017,0.0,0.0,0.0
28,11,2017,0.0,0.0,0.0
29,11,2017,0.0,0.0,0.0
30,11,2017,0.0,0.0,0.0
1,12,2017,0.0,0.0,0.0
2,12,2017,0.0,0.0,0.0
3,12,2017,0.0,0.0,0.0
4,12,2017,0.0,0.0,0.0
5,12,2017,0.0,0.0,0.0
6,12,2017,0.0,0.0,0.0
7,12,2017,0.0,0.02,0.12
8,12,2017,0.0,2.29,5.12
9,12,2017,0.0,0.21,0.95
10,12,2017,0.0,0.0,0.0
11,12,2017,0.0,0.0,0.0
12,12,2017,0.0,0.0,0.0
13,12,2017,0.0,0.0,0.0
14,12,2017,0.0,0.0,0.0
15,12,2017,0.0,0.0,0.0
16,12,2017,0.0,0.0,0.0
17,12,2017,0.0,0.0,0.0
18,12,2017,0.0,0.0,0.0
19,12,2017,0.0,0.0,0.0
20,12,2017,0.0,0.0,0.0
21,12,2017,0.0,0.0,0.0
22,12,2017,0.0,0.0,0.0
23,12,2017,0.0,0.0,0.0
24,12,2017,0.0,0.0,0.0
25,12,2017,0.0,0.0,0.0
26,12,2017,0.0,0.0,0.0
27,12,2017,0.0,0.0,0.0
28,12,2017,0.0,0.0,0.0
29,12,2017,0.0,0.0,0.0
30,12,2017,0.0,0.0,0.0
31,12,2017,0.0,0.0,0.02
1,1,2018,0.0,0.07,0.23
2,1,2018,0.0,0.07,0.16
3,1,2018,0.0,0.0,0.0
4,1,2018,0.0,0.0,0.0
5,1,2018,0.0,0.0,0.0
6,1,2018,0.0,0.0,0.0
7,1,2018,0.0,0.0,0.0
8,1,2018,0.0,0.0,0.0
9,1,2018,0.0,0.0,0.0
10,1,2018,0.0,0.0,0.0
11,1,2018,0.0,0.0,0.0
12,1,2018,0.0,0.0,0.0
13,1,2018,0.0,0.0,0.0
14,1,2018,0.0,0.0,0.0
15,1,2018,0.0,0.0,0.0
16,1,2018,0.0,0.0,0.0
17,1,2018,0.0,0.0,0.0
18,1,2018,0.0,0.0,0.0
19,1,2018,0.0,0.0,0.0
20,1,2018,0.0,0.0,0.0
21,1,2018,0.0,0.0,0.0
22,1,2018,0.0,0.0,0.0
23,1,2018,0.0,0.0,0.0
24,1,2018,0.0,0.0,0.0
25,1,2018,0.0,0.0,0.0
26,1,2018,0.0,0.0,0.0
27,1,2018,0.0,0.0,0.0
28,1,2018,0.0,0.0,0.0
29,1,2018,0.0,0.0,0.0
30,1,2018,0.0,0.0,0.0
31,1,2018,0.0,0.0,0.0
1,2,2018,0.0,0.0,0.0
2,2,2018,0.0,0.0,0.0
3,2,2018,0.0,0.0,0.0
4,2,2018,0.0,0.0,0.0
5,2,2018,0.0,0.0,0.0
6,2,2018,0.0,0.0,0.02
7,2,2018,0.0,0.1,0.21
8,2,2018,0.0,0.01,0.02
9,2,2018,0.0,0.0,0.01
10,2,2018,0.0,0.05,0.12
11,2,2018,0.0,0.91,2.38
12,2,2018,1.6,0.12,0.29
13,2,2018,0.0,0.53,0.91
14,2,2018,0.0,0.29,0.97
15,2,2018,0.0,0.0,0.0
16,2,2018,0.0,0.0,0.0
17,2,2018,0.0,0.0,0.0
18,2,2018,0.0,0.0,0.0
19,2,2018,0.0,0.0,0.0
20,2,2018,0.0,0.0,0.0
21,2,2018,0.0,0.0,0.0
22,2,2018,0.0,0.0,0.0
23,2,2018,0.0,0.0,0.0
24,2,2018,0.0,0.0,0.0
25,2,2018,0.0,0.0,0.0
26,2,2018,0.0,0.0,0.0
27,2,2018,0.0,0.0,0.0
28,2,2018,0.0,0.0,0.0
1,3,2018,0.0,0.0,0.0
2,3,2018,0.0,0.0,0.01
3,3,2018,0.0,0.0,0.0
4,3,2018,0.0,0.0,0.0
5,3,2018,0.0,0.0,0.0
6,3,2018,0.0,0.0,0.0
7,3,2018,0.0,0.0,0.0
8,3,2018,0.0,0.0,0.0
9,3,2018,0.0,0.01,0.03
10,3,2018,0.0,0.0,0.0
11,3,2018,0.0,0.04,0.16
12,3,2018,0.0,0.02,0.05
13,3,2018,0.0,0.0,0.0
14,3,2018,0.0,0.0,0.0
15,3,2018,0.0,0.53,0.8
16,3,2018,0.0,4.81,4.18
17,3,2018,0.47,0.14,0.53
18,3,2018,0.0,0.0,0.0
19,3,2018,0.0,0.0,0.0
20,3,2018,0.0,0.0,0.0
21,3,2018,0.0,0.03,0.06
22,3,2018,0.0,0.2,0.49
23,3,2018,0.0,0.0,0.0
24,3,2018,0.0,0.0,0.0
25,3,2018,0.0,0.0,0.0
26,3,2018,0.0,0.0,0.0
27,3,2018,0.0,0.0,0.0
28,3,2018,0.0,0.0,0.0
29,3,2018,0.0,0.0,0.01
30,3,2018,0.0,0.03,0.19
31,3,2018,0.0,0.36,0.73
1,4,2018,0.0,1.91,1.59
2,4,2018,3.36,1.52,2.29
3,4,2018,0.0,0.01,0.04
4,4,2018,0.0,0.08,0.24
5,4,2018,0.73,0.01,0.07
6,4,2018,0.0,0.77,1.23
7,4,2018,0.0,1.04,1.31
8,4,2018,2.16,2.0,2.53
9,4,2018,0.0,1.92,3.27
10,4,2018,1.98,0.68,0.79
11,4,2018,0.0,1.44,1.85
12,4,2018,0.0,1.7,1.64
13,4,2018,3.5,0.63,1.07
14,4,2018,0.0,1.97,2.22
15,4,2018,0.0,1.44,1.4
16,4,2018,4.66,0.34,0.64
17,4,2018,0.0,0.18,0.42
18,4,2018,0.0,0.18,0.51
19,4,2018,0.0,0.0,0.02
20,4,2018,0.0,0.07,0.22
21,4,2018,5.73,0.11,0.36
22,4,2018,0.0,0.03,0.14
23,4,2018,0.0,0.09,0.24
24,4,2018,3.68,0.0,0.01
25,4,2018,0.0,0.0,0.0
26,4,2018,0.0,0.19,0.39
27,4,2018,0.0,0.06,0.14
28,4,2018,0.0,0.41,0.62
29,4,2018,4.95,0.18,0.54
30,4,2018,6.97,0.55,0.94
1,5,2018,0.0,2.67,2.54
2,5,2018,0.0,2.61,3.19
3,5,2018,5.44,3.68,3.71
4,5,2018,9.91,2.23,5.4
5,5,2018,0.0,0.21,0.59
6,5,2018,0.0,0.36,0.83
7,5,2018,0.0,0.79,1.15
8,5,2018,0.0,0.84,1.62
9,5,2018,0.0,1.59,1.74
10,5,2018,0.0,1.7,1.82
11,5,2018,0.76,1.46,1.73
12,5,2018,0.0,0.37,0.61
13,5,2018,0.0,2.5,2.53
14,5,2018,0.0,1.91,2.79
15,5,2018,0.0,1.8,2.33
16,5,2018,0.0,0.38,0.62
17,5,2018,0.0,0.47,0.78
18,5,2018,0.68,0.87,0.98
19,5,2018,0.81,0.3,0.81
20,5,2018,0.0,0.6,0.86
21,5,2018,11.25,0.6,0.69
22,5,2018,0.27,0.92,1.05
23,5,2018,0.0,0.63,1.17
24,5,2018,0.0,1.29,2.26
25,5,2018,0.0,0.83,0.91
26,5,2018,0.0,1.03,3.3
27,5,2018,0.0,0.6,0.83
28,5,2018,0.0,0.85,1.3
29,5,2018,0.0,0.26,0.75
30,5,2018,0.0,1.73,3.61
31,5,2018,11.27,3.31,4.9
1,6,2018,0.0,9.72,10.18
2,6,2018,0.0,2.99,3.48
3,6,2018,1.74,2.12,3.16
4,6,2018,3.64,1.48,2.25
5,6,2018,0.0,3.35,5.45
6,6,2018,2.59,6.3,4.78
7,6,2018,5.94,11.48,8.58
8,6,2018,0.0,13.96,8.02
9,6,2018,5.43,12.3,7.87
10,6,2018,0.71,29.56,13.74
11,6,2018,1.76,28.43,12.52
12,6,2018,15.67,12.24,6.98
13,6,2018,2.54,0.5,1.3
14,6,2018,0.91,0.01,0.05
15,6,2018,0.0,0.0,0.0
16,6,2018,0.0,0.13,0.27
17,6,2018,2.24,0.18,0.47
18,6,2018,0.87,1.34,3.18
19,6,2018,0.0,4.45,7.02
20,6,2018,2.1,3.2,4.1
21,6,2018,4.97,5.73,7.88
22,6,2018,22.2,7.63,6.51
23,6,2018,0.0,4.2,6.24
24,6,2018,0.0,3.21,3.98
25,6,2018,0.0,2.71,5.22
26,6,2018,0.0,2.71,4.08
27,6,2018,1.04,13.53,7.81
28,6,2018,9.31,11.85,10.84
29,6,2018,0.24,2.49,3.97
30,6,2018,0.0,6.04,5.18
1,7,2018,2.75,7.62,9.57
2,7,2018,28.69,7.47,5.86
3,7,2018,23.28,4.73,4.88
4,7,2018,0.87,7.25,5.73
5,7,2018,3.92,4.81,4.87
6,7,2018,0.0,6.99,5.87
7,7,2018,0.0,1.42,3.27
8,7,2018,4.42,22.88,18.09
9,7,2018,4.42,13.17,23.92
10,7,2018,8.32,1.74,2.64
11,7,2018,1.71,4.16,3.92
12,7,2018,1.56,13.71,14.56
13,7,2018,32.61,19.57,19.5
14,7,2018,11.88,27.4,16.5
15,7,2018,31.59,44.42,40.64
16,7,2018,73.4,70.21,71.15
17,7,2018,13.34,12.36,18.84
18,7,2018,0.0,2.79,2.78
19,7,2018,10.72,13.13,18.27
20,7,2018,3.25,30.73,32.96
21,7,2018,104.8,30.1,18.68
22,7,2018,36.96,29.54,19.44
23,7,2018,7.3,3.36,4.54
24,7,2018,0.0,1.27,1.11
25,7,2018,0.0,0.74,1.46
26,7,2018,0.0,1.87,1.64
27,7,2018,0.18,1.61,1.96
28,7,2018,0.91,3.25,3.24
29,7,2018,0.0,13.23,13.8
30,7,2018,13.07,9.17,9.59
31,7,2018,3.63,2.31,3.84
1,8,2018,4.51,1.09,3.7
2,8,2018,0.0,4.02,4.34
3,8,2018,0.0,1.18,1.8
4,8,2018,1.71,1.33,1.89
5,8,2018,0.0,2.57,3.21
6,8,2018,0.0,25.55,28.0
7,8,2018,2.98,48.05,40.32
8,8,2018,32.32,11.39,16.28
9,8,2018,14.58,4.83,8.72
10,8,2018,0.49,14.75,15.09
11,8,2018,7.53,23.8,8.63
12,8,2018,63.4,26.47,23.66
13,8,2018,6.39,36.18,48.36
14,8,2018,71.62,36.73,45.87
15,8,2018,35.18,41.9,25.26
16,8,2018,56.45,5.41,5.02
17,8,2018,0.0,1.18,2.91
18,8,2018,0.67,5.64,5.41
19,8,2018,3.88,17.19,11.9
20,8,2018,26.68,23.41,15.05
21,8,2018,1.48,2.6,3.12
22,8,2018,0.0,0.48,0.57
23,8,2018,1.72,5.97,7.3
24,8,2018,1.1,6.84,8.6
25,8,2018,0.0,14.03,11.54
26,8,2018,48.36,25.86,29.4
27,8,2018,108.28,54.1,55.69
28,8,2018,1.14,10.77,16.8
29,8,2018,0.82,2.55,6.89
30,8,2018,0.31,2.23,2.9
31,8,2018,2.75,12.35,8.57
1,9,2018,1.02,9.13,7.6
2,9,2018,12.9,1.54,2.3
3,9,2018,1.07,2.41,3.82
4,9,2018,1.63,3.88,6.52
5,9,2018,11.0,11.91,12.54
6,9,2018,38.75,23.5,20.55
7,9,2018,15.83,4.11,8.05
8,9,2018,13.08,0.11,0.31
9,9,2018,0.0,0.14,0.38
10,9,2018,0.0,3.5,6.15
11,9,2018,0.0,1.4,2.25
12,9,2018,1.59,0.64,0.98
13,9,2018,0.0,1.18,1.88
14,9,2018,0.0,0.1,0.17
15,9,2018,0.0,2.99,3.18
16,9,2018,0.0,9.24,6.32
17,9,2018,29.04,11.37,6.51
18,9,2018,13.88,7.93,5.37
19,9,2018,0.0,4.6,5.2
20,9,2018,0.49,40.98,17.73
21,9,2018,27.96,8.17,5.99
22,9,2018,2.49,2.86,2.29
23,9,2018,0.0,0.34,0.61
24,9,2018,0.0,5.14,5.08
25,9,2018,13.64,4.09,3.71
26,9,2018,0.0,4.81,3.45
27,9,2018,0.35,2.68,2.15
28,9,2018,0.0,2.41,2.15
29,9,2018,0.0,1.42,1.94
30,9,2018,0.0,0.99,1.23
1,10,2018,0.0,0.27,0.41
2,10,2018,0.0,0.09,0.37
3,10,2018,0.0,0.12,0.43
4,10,2018,0.0,0.03,0.06
5,10,2018,0.0,0.01,0.02
6,10,2018,0.0,0.05,0.12
7,10,2018,0.0,0.0,0.02
8,10,2018,0.0,0.0,0.0
9,10,2018,0.0,0.0,0.0
10,10,2018,0.0,1.68,3.79
11,10,2018,0.0,76.4,53.05
12,10,2018,23.42,0.75,0.71
13,10,2018,0.49,1.6,1.71
14,10,2018,0.0,0.77,0.61
15,10,2018,0.0,0.08,0.16
16,10,2018,0.0,0.0,0.0
17,10,2018,0.0,0.0,0.0
18,10,2018,0.0,0.0,0.01
19,10,2018,0.0,0.01,0.01
20,10,2018,0.0,0.0,0.0
21,10,2018,0.0,0.0,0.0
22,10,2018,0.0,0.46,1.3
23,10,2018,0.0,0.03,0.06
24,10,2018,0.0,0.1,0.45
25,10,2018,0.0,0.0,0.0
26,10,2018,0.0,0.0,0.0
27,10,2018,0.0,0.0,0.0
28,10,2018,0.0,0.0,0.0
29,10,2018,0.0,0.02,0.12
30,10,2018,0.0,0.04,0.11
31,10,2018,0.0,0.15,0.19
1,11,2018,0.0,0.35,0.35
2,11,2018,0.0,0.04,0.07
3,11,2018,0.0,0.1,0.12
4,11,2018,0.0,0.02,0.03
5,11,2018,0.0,0.0,0.01
6,11,2018,0.0,0.0,0.0
7,11,2018,0.0,0.34,0.4
8,11,2018,0.0,0.1,0.18
9,11,2018,0.0,0.0,0.01
10,11,2018,0.0,0.0,0.0
11,11,2018,0.0,0.0,0.0
12,11,2018,0.0,0.0,0.0
13,11,2018,0.0,0.0,0.0
14,11,2018,0.0,0.0,0.0
15,11,2018,0.0,0.0,0.0
16,11,2018,0.0,0.0,0.0
17,11,2018,0.0,0.0,0.0
18,11,2018,0.0,0.0,0.0
19,11,2018,0.0,0.0,0.0
20,11,2018,0.0,0.0,0.0
21,11,2018,0.0,0.0,0.0
22,11,2018,0.0,0.0,0.0
23,11,2018,0.0,0.0,0.0
24,11,2018,0.0,0.0,0.0
25,11,2018,0.0,0.0,0.0
26,11,2018,0.0,0.0,0.0
27,11,2018,0.0,0.0,0.0
28,11,2018,0.0,0.0,0.0
29,11,2018,0.0,0.0,0.0
30,11,2018,0.0,0.0,0.0
1,12,2018,0.0,0.0,0.0
2,12,2018,0.0,0.0,0.0
3,12,2018,0.0,0.0,0.0
4,12,2018,0.0,0.0,0.0
5,12,2018,0.0,0.01,0.06
6,12,2018,0.0,0.0,0.0
7,12,2018,0.0,0.0,0.0
8,12,2018,0.0,0.0,0.0
9,12,2018,0.0,0.0,0.0
10,12,2018,0.0,1.17,1.42
11,12,2018,0.0,1.84,1.88
12,12,2018,0.0,0.38,0.66
13,12,2018,0.0,0.71,1.65
14,12,2018,0.0,0.23,0.52
15,12,2018,0.0,0.08,0.3
16,12,2018,0.0,4.6,4.72
17,12,2018,23.61,35.72,14.05
18,12,2018,44.59,2.77,2.48
19,12,2018,0.84,0.0,0.0
20,12,2018,0.0,0.0,0.0
21,12,2018,0.0,0.0,0.0
22,12,2018,0.0,0.0,0.0
23,12,2018,0.0,0.0,0.0
24,12,2018,0.0,0.0,0.0
25,12,2018,0.0,0.0,0.0
26,12,2018,0.0,0.12,0.43
27,12,2018,0.0,2.81,2.24
28,12,2018,0.0,0.01,0.02
29,12,2018,0.0,0.0,0.0
30,12,2018,0.0,0.0,0.0
31,12,2018,0.0,0.0,0.0
1,1,2019,0.0,0.0,0.0
2,1,2019,0.0,0.0,0.0
3,1,2019,0.0,0.0,0.0
4,1,2019,0.0,0.0,0.0
5,1,2019,0.0,0.0,0.0
6,1,2019,0.0,0.0,0.0
7,1,2019,0.0,0.0,0.0
8,1,2019,0.0,0.0,0.0
9,1,2019,0.0,0.0,0.0
10,1,2019,0.0,0.0,0.0
11,1,2019,0.0,0.0,0.0
12,1,2019,0.0,0.0,0.0
13,1,2019,0.0,0.0,0.0
14,1,2019,0.0,0.01,0.01
15,1,2019,0.0,0.0,0.0
16,1,2019,0.0,0.0,0.0
17,1,2019,0.0,0.0,0.0
18,1,2019,0.0,0.0,0.0
19,1,2019,0.0,0.0,0.0
20,1,2019,0.0,0.0,0.0
21,1,2019,0.0,0.0,0.0
22,1,2019,0.0,0.0,0.0
23,1,2019,0.0,0.0,0.0
24,1,2019,0.0,0.0,0.0
25,1,2019,0.0,1.26,2.02
26,1,2019,0.0,9.09,6.25
27,1,2019,0.7,10.12,7.04
28,1,2019,1.68,2.22,1.67
29,1,2019,0.0,0.0,0.02
30,1,2019,0.0,0.0,0.0
31,1,2019,0.0,0.0,0.0
1,2,2019,0.0,0.0,0.0
2,2,2019,0.0,0.0,0.0
3,2,2019,0.0,0.0,0.0
4,2,2019,0.0,0.0,0.0
5,2,2019,0.0,0.0,0.0
6,2,2019,0.0,0.0,0.0
7,2,2019,0.0,0.0,0.0
8,2,2019,0.0,3.56,2.99
9,2,2019,0.0,0.0,0.01
10,2,2019,0.0,0.0,0.0
11,2,2019,0.0,0.0,0.0
12,2,2019,0.0,0.0,0.0
13,2,2019,0.0,0.0,0.0
14,2,2019,0.0,0.0,0.0
15,2,2019,0.0,0.42,0.69
16,2,2019,11.77,3.55,3.12
17,2,2019,0.0,0.14,0.22
18,2,2019,0.0,0.0,0.0
19,2,2019,0.0,0.0,0.0
20,2,2019,0.0,0.0,0.0
21,2,2019,0.0,0.0,0.0
22,2,2019,0.0,0.01,0.01
23,2,2019,0.0,0.02,0.08
24,2,2019,0.0,0.13,0.28
25,2,2019,1.05,0.08,0.25
26,2,2019,0.0,0.08,0.15
27,2,2019,0.0,0.79,1.13
28,2,2019,3.49,0.08,0.24
1,3,2019,0.0,0.0,0.0
2,3,2019,0.0,0.06,0.12
3,3,2019,0.0,0.27,0.55
4,3,2019,0.0,0.05,0.09
5,3,2019,0.0,0.64,0.65
6,3,2019,0.0,0.01,0.05
7,3,2019,0.0,0.0,0.0
8,3,2019,0.0,0.0,0.0
9,3,2019,0.0,0.0,0.0
10,3,2019,0.0,0.01,0.06
11,3,2019,0.0,0.0,0.0
12,3,2019,0.0,0.0,0.01
13,3,2019,0.0,0.15,0.35
14,3,2019,0.0,0.22,0.47
15,3,2019,0.0,0.12,0.32
16,3,2019,0.0,0.1,0.36
17,3,2019,0.0,0.19,0.53
18,3,2019,2.66,0.02,0.05
19,3,2019,0.0,0.0,0.01
20,3,2019,0.0,1.13,1.91
21,3,2019,14.17,0.74,1.82
22,3,2019,0.0,0.09,0.27
23,3,2019,0.0,0.0,0.01
24,3,2019,0.0,0.0,0.0
25,3,2019,0.0,0.0,0.0
26,3,2019,0.0,0.0,0.0
27,3,2019,0.0,0.0,0.0
28,3,2019,0.0,0.0,0.0
29,3,2019,0.0,0.0,0.0
30,3,2019,0.0,0.0,0.0
31,3,2019,0.0,0.0,0.0
1,4,2019,0.0,0.0,0.0
2,4,2019,0.0,0.0,0.0
3,4,2019,0.0,0.0,0.0
4,4,2019,0.0,0.05,0.21
5,4,2019,0.0,0.16,0.45
6,4,2019,0.0,0.06,0.18
7,4,2019,0.0,0.08,0.29
8,4,2019,0.0,0.11,0.16
9,4,2019,0.0,0.29,0.73
10,4,2019,3.07,0.58,1.28
11,4,2019,0.0,0.1,0.23
12,4,2019,0.35,0.21,0.51
13,4,2019,0.0,0.01,0.07
14,4,2019,0.0,0.01,0.07
15,4,2019,0.0,0.07,0.21
16,4,2019,0.64,0.07,0.3
17,4,2019,0.0,0.0,0.01
18,4,2019,0.0,0.68,1.79
19,4,2019,4.85,7.46,6.83
20,4,2019,11.01,1.01,2.0
21,4,2019,0.0,6.66,6.81
22,4,2019,0.0,0.37,0.92
23,4,2019,0.0,0.0,0.0
24,4,2019,0.0,0.0,0.0
25,4,2019,0.0,0.0,0.0
26,4,2019,0.0,0.0,0.0
27,4,2019,0.0,0.0,0.0
28,4,2019,0.0,0.0,0.0
29,4,2019,0.0,0.0,0.01
30,4,2019,0.0,0.38,1.79
1,5,2019,0.0,0.0,0.01
2,5,2019,0.0,3.46,10.37
3,5,2019,0.0,1.62,3.05
4,5,2019,4.07,0.0,0.0
5,5,2019,0.0,0.02,0.1
6,5,2019,0.0,0.0,0.0
7,5,2019,0.0,0.0,0.0
8,5,2019,0.0,0.0,0.0
9,5,2019,0.0,0.0,0.0
10,5,2019,0.0,0.0,0.0
11,5,2019,0.0,0.0,0.0
12,5,2019,0.0,0.1,0.26
13,5,2019,0.5,0.13,0.34
14,5,2019,0.0,0.04,0.15
15,5,2019,0.0,0.23,0.64
16,5,2019,0.0,0.04,0.14
17,5,2019,0.0,0.01,0.07
18,5,2019,0.0,0.0,0.01
19,5,2019,0.0,0.03,0.2
20,5,2019,0.0,0.0,0.0
21,5,2019,0.0,0.04,0.18
22,5,2019,0.0,0.08,0.22
23,5,2019,0.0,0.08,0.22
24,5,2019,0.0,0.0,0.01
25,5,2019,0.0,0.0,0.01
26,5,2019,0.0,0.0,0.0
27,5,2019,0.0,0.05,0.21
28,5,2019,1.4,0.64,0.99
29,5,2019,0.2,1.99,3.06
30,5,2019,0.0,0.05,0.26
31,5,2019,0.0,0.68,1.43
1,6,2019,8.33,0.46,1.05
2,6,2019,0.0,0.6,1.46
3,6,2019,21.01,0.35,0.68
4,6,2019,12.51,0.06,0.36
5,6,2019,0.0,0.11,0.44
