obs,meanmod,stdmod,datetime
0.0,0.0,0.0,2007-03-28
0.0,0.0,0.0,2007-03-29
0.0,0.0,0.0,2007-03-30
0.0,0.0,0.0,2007-03-31
0.0,0.0,0.0,2007-01-04
0.0,0.0,0.0,2007-02-04
0.0,0.0,0.01,2007-03-04
0.0,0.1,0.22,2007-04-04
0.0,0.01,0.04,2007-05-04
0.0,0.02,0.06,2007-06-04
0.0,0.16,0.22,2007-07-04
0.0,0.93,0.5,2007-08-04
0.0,1.93,0.76,2007-09-04
0.0,0.87,0.6,2007-10-04
0.0,0.67,0.47,2007-11-04
0.0,0.75,0.39,2007-12-04
0.0,0.67,0.36,2007-04-13
0.0,1.81,0.79,2007-04-14
0.0,1.52,0.85,2007-04-15
0.0,1.68,1.17,2007-04-16
0.0,2.89,0.93,2007-04-17
0.0,4.63,2.07,2007-04-18
0.0,4.3,1.72,2007-04-19
0.0,4.28,1.07,2007-04-20
0.0,1.91,0.63,2007-04-21
0.0,0.57,0.26,2007-04-22
0.0,0.05,0.07,2007-04-23
0.0,0.0,0.0,2007-04-24
0.0,0.0,0.0,2007-04-25
0.0,0.0,0.0,2007-04-26
0.0,0.12,0.13,2007-04-27
0.0,0.01,0.04,2007-04-28
0.0,0.2,0.19,2007-04-29
0.0,2.33,0.87,2007-04-30
1.75,2.26,1.84,2007-01-05
0.0,3.4,1.16,2007-02-05
0.0,6.16,1.4,2007-03-05
0.0,2.15,1.32,2007-04-05
26.14,1.61,1.08,2007-05-05
0.0,1.41,0.86,2007-06-05
0.0,2.92,1.93,2007-07-05
0.0,1.72,0.7,2007-08-05
0.45,0.65,0.45,2007-09-05
0.0,0.45,0.35,2007-10-05
0.0,0.18,0.16,2007-11-05
0.0,1.93,0.67,2007-12-05
0.0,2.59,0.77,2007-05-13
0.0,1.18,0.78,2007-05-14
0.0,0.53,0.38,2007-05-15
0.0,0.54,0.41,2007-05-16
0.0,0.34,0.3,2007-05-17
5.26,0.72,0.33,2007-05-18
0.92,1.44,0.64,2007-05-19
0.0,0.43,0.32,2007-05-20
0.0,0.4,0.34,2007-05-21
0.0,0.02,0.04,2007-05-22
0.0,0.13,0.15,2007-05-23
0.0,0.21,0.22,2007-05-24
0.0,0.02,0.05,2007-05-25
0.0,0.06,0.09,2007-05-26
0.0,0.11,0.17,2007-05-27
0.0,0.15,0.21,2007-05-28
0.0,0.15,0.14,2007-05-29
0.0,0.32,0.37,2007-05-30
0.0,0.77,0.46,2007-05-31
0.0,0.8,0.48,2007-01-06
0.0,1.15,0.38,2007-02-06
0.0,0.56,0.39,2007-03-06
0.0,0.37,0.33,2007-04-06
0.0,0.5,0.46,2007-05-06
0.0,0.59,0.56,2007-06-06
0.0,0.87,0.54,2007-07-06
0.0,1.79,1.42,2007-08-06
0.0,5.73,1.92,2007-09-06
0.0,6.19,3.1,2007-10-06
9.29,1.82,1.59,2007-11-06
4.36,3.2,1.33,2007-12-06
20.2,17.73,13.17,2007-06-13
0.7,3.62,2.81,2007-06-16
0.2,1.44,1.9,2007-06-17
13.89,1.66,1.67,2007-06-18
7.99,11.9,4.26,2007-06-19
1.17,12.71,3.53,2007-06-22
37.13,20.93,12.85,2007-06-26
68.39,26.49,12.67,2007-06-27
20.39,20.53,9.16,2007-06-28
17.07,111.98,62.23,2007-06-29
80.68,29.14,38.72,2007-06-30
0.0,0.98,1.98,2007-04-07
0.58,2.3,4.56,2007-05-07
0.0,36.82,44.72,2007-06-07
14.15,53.57,51.73,2007-07-07
1.26,14.65,16.71,2007-08-07
4.48,1.47,1.48,2007-09-07
9.72,1.75,1.29,2007-10-07
0.0,4.32,2.12,2007-11-07
0.0,5.41,2.02,2007-12-07
22.14,6.13,4.07,2007-07-13
52.72,16.15,21.34,2007-07-14
29.12,95.87,113.68,2007-07-15
45.24,12.22,9.56,2007-07-16
1.17,3.09,1.52,2007-07-17
2.52,3.11,1.76,2007-07-18
1.68,2.34,1.56,2007-07-19
3.82,12.23,3.68,2007-07-20
10.31,6.11,2.99,2007-07-21
1.05,10.01,3.85,2007-07-22
5.44,8.8,5.65,2007-07-23
0.0,4.67,3.18,2007-07-24
0.0,4.55,1.98,2007-07-25
0.0,7.34,2.51,2007-07-26
0.0,6.79,4.81,2007-07-27
1.47,13.33,10.54,2007-07-28
0.0,10.23,9.0,2007-07-29
3.03,5.9,5.75,2007-07-30
0.0,1.97,1.32,2007-07-31
0.0,8.07,4.83,2007-01-08
8.88,22.08,18.91,2007-02-08
5.12,11.13,5.53,2007-03-08
0.72,11.39,6.11,2007-04-08
0.0,13.03,6.81,2007-05-08
93.74,101.29,56.23,2007-06-08
130.81,22.61,17.81,2007-07-08
1.47,0.7,0.56,2007-08-08
0.0,0.33,0.42,2007-09-08
0.0,7.07,2.66,2007-10-08
27.81,19.87,12.82,2007-11-08
127.34,9.17,10.01,2007-12-08
43.87,9.96,8.73,2007-08-13
5.37,2.14,2.55,2007-08-14
0.0,0.37,0.52,2007-08-15
0.3,0.51,0.78,2007-08-16
0.0,1.61,1.91,2007-08-17
0.0,10.67,7.64,2007-08-18
1.71,11.89,6.26,2007-08-19
0.0,10.7,5.38,2007-08-20
0.93,5.17,3.17,2007-08-21
1.17,10.13,2.5,2007-08-22
6.02,9.9,3.74,2007-08-23
0.0,12.83,6.2,2007-08-24
0.0,4.33,2.26,2007-08-25
0.0,3.14,2.11,2007-08-26
0.0,7.25,3.5,2007-08-27
5.25,8.65,7.52,2007-08-28
0.0,7.77,4.47,2007-08-29
3.88,7.58,8.78,2007-08-30
0.0,10.58,4.02,2007-08-31
8.91,11.99,4.41,2007-01-09
1.79,8.46,3.67,2007-02-09
9.07,9.29,4.72,2007-03-09
12.31,5.36,3.07,2007-04-09
4.12,15.87,15.05,2007-05-09
16.38,21.05,14.16,2007-06-09
20.77,6.48,6.93,2007-07-09
0.32,6.29,1.88,2007-08-09
31.84,7.76,3.71,2007-09-09
13.72,7.06,2.35,2007-10-09
3.13,4.93,1.58,2007-11-09
2.86,4.48,1.87,2007-12-09
17.96,4.08,1.19,2007-09-13
12.47,6.2,1.95,2007-09-14
6.62,7.21,1.88,2007-09-15
2.82,6.87,2.41,2007-09-16
0.0,0.96,0.68,2007-09-17
1.77,1.87,1.72,2007-09-18
5.25,0.38,0.45,2007-09-19
0.0,6.61,2.11,2007-09-20
8.31,29.37,24.62,2007-09-21
20.17,24.93,13.9,2007-09-22
31.55,17.31,12.9,2007-09-23
27.4,3.79,2.69,2007-09-24
0.0,6.63,3.09,2007-09-25
0.0,12.57,6.96,2007-09-26
29.88,3.32,2.73,2007-09-27
0.0,0.38,0.38,2007-09-28
0.0,7.06,2.88,2007-09-29
7.57,6.05,3.24,2007-09-30
0.84,7.93,2.83,2007-01-10
3.88,12.56,2.64,2007-02-10
5.95,9.36,2.84,2007-03-10
15.91,10.33,2.41,2007-04-10
1.17,6.54,2.44,2007-05-10
10.62,5.26,2.02,2007-06-10
1.99,6.2,2.9,2007-07-10
1.04,0.0,0.0,2007-08-10
0.0,0.0,0.0,2007-09-10
0.0,0.0,0.0,2007-10-10
0.0,0.0,0.0,2007-11-10
0.0,0.0,0.0,2007-12-10
0.0,0.0,0.0,2007-10-13
0.0,0.0,0.0,2007-10-14
0.0,0.0,0.0,2007-10-15
0.0,0.0,0.0,2007-10-16
0.0,0.34,0.65,2007-10-17
0.0,2.9,2.2,2007-10-18
0.0,1.97,1.63,2007-10-19
0.0,0.52,0.47,2007-10-20
0.0,0.0,0.0,2007-10-21
0.0,0.0,0.0,2007-10-22
0.0,0.0,0.0,2007-10-23
0.0,0.0,0.0,2007-10-24
0.0,0.0,0.0,2007-10-25
0.0,0.0,0.0,2007-10-26
0.0,0.0,0.0,2007-10-27
0.0,0.0,0.0,2007-10-28
0.0,0.0,0.0,2007-10-29
0.0,5.79,6.46,2007-10-30
0.0,1.71,1.25,2007-10-31
0.0,0.18,0.15,2007-01-11
0.0,0.68,1.03,2007-02-11
0.0,4.72,1.33,2007-03-11
0.0,5.28,1.98,2007-04-11
0.0,0.04,0.07,2007-05-11
0.0,0.0,0.0,2007-06-11
0.0,0.0,0.0,2007-07-11
0.0,0.0,0.01,2007-08-11
0.0,0.0,0.0,2007-09-11
0.0,0.0,0.0,2007-12-11
0.0,0.0,0.0,2007-11-13
0.0,0.0,0.0,2007-11-14
0.0,0.0,0.0,2007-11-15
0.0,0.01,0.02,2007-11-16
0.0,0.01,0.03,2007-11-17
0.0,0.03,0.03,2007-11-18
0.0,0.0,0.01,2007-11-19
0.0,0.0,0.0,2007-11-20
0.0,0.0,0.0,2007-11-21
0.0,0.0,0.0,2007-11-22
0.0,0.0,0.0,2007-11-23
0.0,0.0,0.0,2007-11-24
0.0,0.0,0.0,2007-11-25
0.0,0.0,0.0,2007-11-26
0.0,0.0,0.0,2007-11-27
0.0,0.0,0.0,2007-11-28
0.0,0.0,0.0,2007-11-29
0.0,0.0,0.0,2007-11-30
0.0,0.0,0.0,2007-01-12
0.0,0.0,0.0,2007-02-12
0.0,0.01,0.03,2007-03-12
0.0,0.0,0.0,2007-04-12
0.0,0.0,0.01,2007-05-12
0.0,0.0,0.0,2007-06-12
0.0,0.0,0.0,2007-07-12
0.0,0.0,0.01,2007-09-12
0.0,0.0,0.0,2007-10-12
0.0,0.03,0.03,2007-11-12
0.0,0.0,0.0,2007-12-12
0.0,0.0,0.0,2007-12-13
0.0,0.0,0.02,2007-12-14
0.0,0.5,0.62,2007-12-15
0.0,0.0,0.02,2007-12-16
0.0,0.0,0.0,2007-12-17
0.0,0.0,0.0,2007-12-18
0.0,0.0,0.0,2007-12-19
0.0,0.0,0.0,2007-12-20
0.0,0.0,0.0,2007-12-21
0.0,0.0,0.0,2007-12-22
0.0,0.0,0.0,2007-12-23
0.0,0.0,0.0,2007-12-24
0.0,0.0,0.0,2007-12-25
0.0,0.0,0.0,2007-12-26
0.0,0.0,0.0,2007-12-27
0.0,0.0,0.0,2007-12-28
0.0,0.0,0.0,2007-12-29
0.0,0.0,0.0,2007-12-30
0.0,0.0,0.0,2007-12-31
0.0,0.0,0.0,2008-01-01
0.0,0.0,0.0,2008-02-01
0.0,0.0,0.0,2008-03-01
0.0,0.0,0.0,2008-04-01
0.0,0.0,0.0,2008-05-01
0.0,0.0,0.0,2008-06-01
0.0,0.0,0.0,2008-07-01
0.0,0.0,0.0,2008-08-01
0.0,0.0,0.0,2008-09-01
0.0,0.0,0.0,2008-10-01
0.0,0.0,0.0,2008-11-01
0.0,0.0,0.0,2008-12-01
0.0,0.0,0.0,2008-01-13
0.0,0.0,0.0,2008-01-14
0.0,0.0,0.0,2008-01-15
0.0,0.0,0.0,2008-01-16
0.0,0.0,0.0,2008-01-17
0.0,0.0,0.0,2008-01-18
0.0,0.0,0.0,2008-01-19
0.0,0.0,0.0,2008-01-20
0.0,0.0,0.0,2008-01-21
0.0,0.0,0.01,2008-01-22
0.0,0.0,0.01,2008-01-23
0.0,0.74,0.62,2008-01-24
0.54,6.54,2.3,2008-01-25
17.72,16.01,4.55,2008-01-26
16.5,0.16,0.16,2008-01-27
0.0,0.0,0.0,2008-01-28
0.0,0.0,0.0,2008-01-29
0.0,0.27,0.28,2008-01-30
0.0,0.01,0.02,2008-01-31
0.0,0.0,0.0,2008-01-02
0.0,0.0,0.0,2008-02-02
0.0,0.09,0.16,2008-03-02
0.0,0.92,0.74,2008-04-02
2.92,3.36,2.59,2008-05-02
0.0,0.1,0.15,2008-06-02
0.0,0.16,0.14,2008-07-02
0.0,2.63,1.6,2008-08-02
0.0,7.49,2.05,2008-09-02
0.0,0.9,1.07,2008-10-02
0.0,2.05,2.43,2008-11-02
0.2,7.29,4.39,2008-12-02
0.0,0.01,0.02,2008-02-13
0.0,0.0,0.0,2008-02-14
0.0,0.0,0.0,2008-02-15
0.0,0.0,0.0,2008-02-16
0.0,0.0,0.0,2008-02-17
0.0,0.0,0.0,2008-02-18
0.0,0.11,0.22,2008-02-19
0.0,0.18,0.37,2008-02-20
0.0,0.0,0.0,2008-02-21
0.0,0.0,0.0,2008-02-22
0.0,0.0,0.0,2008-02-23
0.0,0.0,0.0,2008-02-24
0.0,0.0,0.0,2008-02-25
0.0,0.0,0.0,2008-02-26
0.0,0.0,0.0,2008-02-27
0.0,0.0,0.0,2008-02-28
0.0,0.0,0.0,2008-02-29
0.0,0.0,0.0,2008-01-03
0.0,0.0,0.0,2008-02-03
0.0,0.0,0.0,2008-03-03
0.0,0.0,0.0,2008-04-03
0.0,0.0,0.0,2008-05-03
0.0,0.0,0.0,2008-06-03
0.0,0.0,0.0,2008-07-03
0.0,0.0,0.0,2008-08-03
0.0,0.0,0.0,2008-09-03
0.0,0.0,0.0,2008-10-03
0.0,0.0,0.0,2008-11-03
0.0,0.0,0.0,2008-12-03
0.0,0.0,0.0,2008-03-13
0.0,0.02,0.06,2008-03-14
0.0,0.0,0.0,2008-03-15
0.0,0.0,0.0,2008-03-16
0.0,0.0,0.0,2008-03-17
0.0,0.0,0.01,2008-03-18
0.0,0.72,0.73,2008-03-19
0.0,2.09,2.12,2008-03-20
0.0,0.54,0.28,2008-03-21
0.0,6.06,5.08,2008-03-22
0.0,15.4,9.53,2008-03-23
1.06,15.48,7.22,2008-03-24
0.0,0.39,0.65,2008-03-25
0.0,6.48,6.69,2008-03-26
0.54,1.73,1.54,2008-03-27
0.0,0.44,0.58,2008-03-28
0.4,0.36,0.45,2008-03-29
0.0,0.25,1.08,2008-03-30
0.0,10.19,6.46,2008-03-31
0.0,0.33,0.43,2008-01-04
0.0,0.0,0.01,2008-02-04
0.0,0.37,0.37,2008-03-04
0.0,2.41,1.38,2008-04-04
0.0,3.64,2.73,2008-05-04
0.0,0.31,0.38,2008-06-04
0.0,0.0,0.01,2008-07-04
0.0,0.0,0.0,2008-08-04
0.0,0.0,0.0,2008-09-04
0.0,0.0,0.0,2008-10-04
0.0,0.0,0.0,2008-11-04
0.0,0.01,0.03,2008-12-04
0.0,0.03,0.05,2008-04-13
0.0,0.0,0.01,2008-04-14
0.0,0.01,0.02,2008-04-15
0.0,0.0,0.01,2008-04-16
0.0,0.0,0.01,2008-04-17
0.0,0.0,0.0,2008-04-18
0.0,0.0,0.0,2008-04-19
0.0,0.0,0.0,2008-04-20
0.0,0.0,0.0,2008-04-21
0.0,0.0,0.0,2008-04-22
0.0,0.0,0.0,2008-04-23
0.0,0.0,0.0,2008-04-24
0.0,0.0,0.01,2008-04-25
0.0,0.04,0.08,2008-04-26
0.0,0.01,0.04,2008-04-27
0.0,0.01,0.02,2008-04-28
0.0,0.02,0.05,2008-04-29
0.0,0.05,0.1,2008-04-30
0.0,0.54,0.55,2008-01-05
0.0,0.0,0.0,2008-02-05
0.0,0.0,0.0,2008-03-05
0.0,0.01,0.02,2008-04-05
0.0,0.09,0.17,2008-05-05
0.0,0.0,0.0,2008-06-05
0.0,0.0,0.0,2008-07-05
0.2,0.01,0.02,2008-08-05
0.0,0.0,0.01,2008-09-05
0.0,0.0,0.02,2008-10-05
0.0,0.0,0.0,2008-11-05
0.0,0.05,0.05,2008-12-05
0.0,0.02,0.04,2008-05-13
0.0,0.04,0.06,2008-05-14
0.0,0.03,0.05,2008-05-15
0.0,0.02,0.03,2008-05-16
0.0,0.03,0.05,2008-05-17
0.0,0.05,0.08,2008-05-18
0.0,0.0,0.01,2008-05-19
0.0,0.05,0.08,2008-05-20
0.0,0.01,0.03,2008-05-21
0.0,0.01,0.04,2008-05-22
0.0,0.41,0.34,2008-05-23
0.0,0.34,0.41,2008-05-24
0.0,0.57,0.46,2008-05-25
0.0,0.0,0.01,2008-05-26
0.0,0.04,0.08,2008-05-27
0.2,0.42,0.51,2008-05-28
0.0,0.07,0.08,2008-05-29
0.0,0.19,0.15,2008-05-30
0.0,0.4,0.25,2008-05-31
0.0,0.14,0.15,2008-01-06
0.0,0.98,1.21,2008-02-06
0.0,0.3,0.21,2008-03-06
0.0,1.33,1.07,2008-04-06
0.0,7.66,3.79,2008-05-06
4.76,4.92,3.07,2008-06-06
6.53,11.58,6.15,2008-07-06
27.22,24.57,11.8,2008-08-06
27.82,20.89,17.37,2008-09-06
5.07,6.12,5.42,2008-10-06
1.05,11.2,9.7,2008-11-06
7.15,11.91,13.92,2008-12-06
0.0,10.79,4.5,2008-06-13
1.05,3.36,3.3,2008-06-14
6.5,1.9,2.72,2008-06-15
10.42,7.39,7.71,2008-06-16
0.79,2.0,1.85,2008-06-17
1.13,0.95,1.21,2008-06-18
0.0,0.31,0.31,2008-06-19
0.0,0.05,0.03,2008-06-20
0.0,0.99,1.49,2008-06-21
3.21,15.64,18.45,2008-06-22
0.0,11.12,8.37,2008-06-23
11.61,24.62,20.35,2008-06-24
2.35,17.83,14.47,2008-06-25
0.84,21.49,17.85,2008-06-26
1.17,36.26,41.55,2008-06-27
56.33,9.43,20.18,2008-06-28
7.4,3.02,2.98,2008-06-29
2.0,7.54,5.16,2008-06-30
1.37,5.45,5.1,2008-01-07
12.94,0.99,2.05,2008-02-07
0.0,4.28,5.22,2008-03-07
1.22,7.93,7.95,2008-04-07
4.08,8.91,7.62,2008-05-07
18.69,13.37,9.76,2008-06-07
13.99,16.14,16.98,2008-08-07
3.97,9.65,6.4,2008-09-07
9.27,1.22,0.93,2008-10-07
1.47,0.6,0.69,2008-11-07
0.0,0.34,0.23,2008-12-07
1.17,1.82,2.92,2008-07-13
0.65,2.37,2.06,2008-07-14
1.55,3.95,5.11,2008-07-15
15.43,12.53,8.68,2008-07-16
14.25,4.82,4.49,2008-07-17
2.91,2.57,2.44,2008-07-18
5.0,1.75,1.97,2008-07-19
4.95,1.91,1.28,2008-07-20
0.0,3.92,2.8,2008-07-21
0.0,6.25,5.36,2008-07-22
2.94,10.09,10.71,2008-07-23
15.92,15.76,17.34,2008-07-24
5.22,10.71,8.86,2008-07-25
4.93,17.83,17.25,2008-07-26
8.98,12.8,10.1,2008-07-27
17.01,17.33,8.69,2008-07-28
5.79,5.4,7.78,2008-07-29
3.54,4.61,5.79,2008-07-30
19.11,9.75,9.35,2008-07-31
9.41,6.16,5.16,2008-01-08
7.59,4.01,4.19,2008-02-08
0.0,18.04,11.34,2008-03-08
22.48,7.7,4.03,2008-04-08
1.96,3.87,2.42,2008-05-08
4.21,8.86,10.53,2008-06-08
1.47,13.94,6.0,2008-07-08
76.4,15.73,15.0,2008-08-08
62.43,22.03,14.38,2008-09-08
67.33,12.89,10.45,2008-10-08
2.64,0.94,0.41,2008-11-08
0.0,0.42,0.19,2008-12-08
0.0,1.13,2.14,2008-08-13
0.0,7.18,9.95,2008-08-14
10.62,5.35,5.51,2008-08-15
19.71,13.81,8.82,2008-08-16
23.58,9.24,9.45,2008-08-17
14.08,11.9,10.37,2008-08-18
3.61,14.26,8.91,2008-08-19
16.5,16.22,10.06,2008-08-20
16.86,11.1,15.73,2008-08-21
18.32,2.14,2.91,2008-08-22
23.96,12.44,8.26,2008-08-23
42.16,7.56,4.41,2008-08-24
17.14,6.06,4.5,2008-08-25
5.25,1.69,1.99,2008-08-26
7.01,1.03,1.01,2008-08-27
2.9,0.7,0.35,2008-08-28
0.56,4.67,5.71,2008-08-29
6.45,8.14,7.26,2008-08-30
7.97,3.95,4.96,2008-08-31
0.0,2.47,2.07,2008-01-09
0.0,3.7,1.95,2008-02-09
0.63,11.03,7.31,2008-03-09
5.87,12.11,9.31,2008-04-09
0.0,6.62,5.22,2008-05-09
0.51,3.29,2.84,2008-06-09
0.0,4.61,4.07,2008-07-09
0.0,5.82,3.65,2008-08-09
1.25,3.15,2.26,2008-09-09
9.93,3.47,1.52,2008-10-09
1.52,3.52,1.94,2008-11-09
0.0,4.98,5.59,2008-12-09
7.74,3.16,4.28,2008-09-13
87.47,6.23,5.57,2008-09-14
0.63,9.2,5.73,2008-09-15
23.23,21.99,14.85,2008-09-16
124.64,12.52,7.89,2008-09-17
203.6,6.34,7.11,2008-09-18
15.04,0.13,0.11,2008-09-19
0.0,4.28,3.13,2008-09-20
0.34,4.75,4.38,2008-09-21
0.0,4.78,4.96,2008-09-22
1.35,0.85,0.3,2008-09-23
0.0,0.35,0.13,2008-09-24
0.0,0.22,0.14,2008-09-25
0.0,0.46,0.18,2008-09-26
0.0,0.02,0.03,2008-09-27
0.0,0.29,0.27,2008-09-28
0.0,0.77,0.26,2008-09-29
3.95,0.49,0.15,2008-09-30
0.0,0.36,0.25,2008-01-10
0.0,0.33,0.18,2008-02-10
0.0,1.13,0.89,2008-03-10
0.0,1.35,0.93,2008-04-10
0.63,5.36,3.2,2008-05-10
0.0,3.02,1.78,2008-06-10
0.2,2.45,1.53,2008-07-10
0.0,1.55,0.61,2008-08-10
0.0,0.71,0.48,2008-09-10
0.21,3.74,2.93,2008-10-10
0.0,0.3,0.35,2008-11-10
0.0,0.0,0.0,2008-12-10
0.0,0.0,0.0,2008-10-13
0.0,0.0,0.0,2008-10-14
0.0,0.19,0.18,2008-10-15
0.0,0.38,0.22,2008-10-16
0.0,0.3,0.13,2008-10-17
0.0,0.24,0.4,2008-10-18
0.0,0.09,0.1,2008-10-19
0.0,0.02,0.06,2008-10-20
0.0,0.12,0.14,2008-10-21
0.0,0.3,0.83,2008-10-22
0.0,0.18,0.43,2008-10-23
0.0,0.92,2.23,2008-10-24
0.0,0.78,0.61,2008-10-25
0.0,0.13,0.13,2008-10-26
0.0,0.08,0.08,2008-10-27
0.0,0.0,0.0,2008-10-28
0.0,0.0,0.0,2008-10-29
0.0,0.0,0.0,2008-10-30
0.0,0.0,0.0,2008-10-31
0.0,0.0,0.0,2008-01-11
0.0,0.0,0.0,2008-02-11
0.0,0.0,0.0,2008-03-11
0.0,0.0,0.0,2008-04-11
0.0,0.0,0.0,2008-05-11
0.0,0.0,0.0,2008-06-11
0.0,0.0,0.0,2008-07-11
0.0,0.0,0.0,2008-08-11
0.0,0.01,0.01,2008-09-11
0.0,0.0,0.0,2008-10-11
0.0,0.01,0.02,2008-11-11
0.0,0.01,0.01,2008-12-11
0.0,0.0,0.0,2008-11-13
0.0,0.11,0.43,2008-11-14
0.0,1.5,2.11,2008-11-15
0.0,7.81,9.02,2008-11-16
0.0,3.35,2.98,2008-11-17
0.0,0.74,0.69,2008-11-18
0.0,1.68,1.52,2008-11-19
0.0,5.01,3.07,2008-11-20
0.0,1.77,1.41,2008-11-21
0.0,0.08,0.1,2008-11-22
0.0,0.01,0.01,2008-11-23
0.0,0.0,0.0,2008-11-24
0.0,0.0,0.0,2008-11-25
0.0,0.04,0.25,2008-11-27
0.0,1.3,3.03,2008-11-28
0.0,0.3,0.46,2008-11-29
0.0,0.02,0.03,2008-11-30
0.0,0.0,0.0,2008-01-12
0.0,0.0,0.0,2008-02-12
0.0,0.0,0.0,2008-03-12
0.0,0.0,0.0,2008-04-12
0.0,0.0,0.0,2008-05-12
0.0,0.0,0.0,2008-06-12
0.0,0.0,0.0,2008-07-12
0.0,0.0,0.0,2008-08-12
0.0,0.0,0.01,2008-09-12
0.0,0.0,0.0,2008-10-12
0.0,0.0,0.0,2008-11-12
0.0,0.0,0.0,2008-12-12
0.0,0.01,0.02,2008-12-13
0.0,0.0,0.0,2008-12-14
0.0,0.0,0.0,2008-12-15
0.0,0.0,0.0,2008-12-16
0.0,0.0,0.0,2008-12-17
0.0,0.0,0.0,2008-12-18
0.0,0.0,0.0,2008-12-19
0.0,0.0,0.0,2008-12-20
0.0,0.0,0.0,2008-12-21
0.0,0.0,0.0,2008-12-22
0.0,0.0,0.0,2008-12-23
0.0,0.01,0.02,2008-12-24
0.0,0.0,0.0,2008-12-25
0.0,0.0,0.0,2008-12-26
0.0,0.0,0.0,2008-12-27
0.0,0.0,0.0,2008-12-28
0.0,0.0,0.0,2008-12-29
0.0,0.0,0.0,2008-12-30
0.0,0.0,0.0,2008-12-31
0.0,0.0,0.0,2009-01-01
0.0,0.0,0.0,2009-02-01
0.0,0.0,0.0,2009-03-01
0.0,0.0,0.0,2009-04-01
0.0,0.0,0.0,2009-05-01
0.0,0.32,0.21,2009-06-01
0.0,0.46,0.24,2009-07-01
0.0,0.12,0.17,2009-08-01
0.0,0.0,0.01,2009-09-01
0.0,0.0,0.01,2009-10-01
0.0,0.0,0.0,2009-11-01
0.0,0.0,0.0,2009-12-01
0.0,0.01,0.02,2009-01-13
0.0,0.0,0.0,2009-01-14
0.0,0.0,0.0,2009-01-15
0.0,0.0,0.0,2009-01-16
0.0,0.0,0.0,2009-01-17
0.0,0.0,0.0,2009-01-18
0.0,0.0,0.0,2009-01-19
0.0,0.0,0.0,2009-01-20
