idates,imonths,iyears,obs,meanmod,stdmod,pvar1,pvar2,pvar3,pvar4,pvar5,pvar6,pvar7,pvar8,pvar9,pvar10,pvar11,pvar12,pvar13,pvar14,pvar15,pvar16,pvar17,pvar18,pvar19,pvar20,pvar21,pvar22,pvar23,pvar24,pvar25,pvar26,pvar27,pvar28,pvar29,pvar30
2007,1,16,0.0,0.0,0.0,294.9873657,0.0,0.07699266821,0.839641571,0.0,1.11e-05,2.91e-05,1.6e-05,121410.9375,57209.07422,14918.94434,101400.8047,3.09e-05,0.0004125853011,0.007725177798,7.402801514,489.6408234,489.4743347,219.1517792,268.0605164,289.1098938,33.22353363,25.18703651,3.571107864,0.06923687458,0.03772254661,0.131351307,1.010549545,-7.847858906,0.2974491119
2007,1,17,0.0,0.0,0.0,294.1741028,0.0,0.1176872253,-1.005341172,0.0,1.29e-05,3.47e-05,4.6e-05,121537.2422,57449.48047,15082.42578,101641.6641,2.75e-05,0.0003682903189,0.008037189953,3.089268923,458.2080231,458.1678314,219.2686157,267.2266235,288.4898987,31.96095085,17.69483376,2.69295311,-0.08023957163,0.2037680596,0.2564841807,-0.20645459,-8.627504349,-1.305367827
2007,1,18,0.0,0.0,0.0,292.4110413,0.0,-0.02875073813,-0.984170258,0.0,-1.18e-05,9.17e-06,1.39e-05,121697.6484,57601.46484,15079.68066,101746.9141,3.58e-05,0.0003625660611,0.004301852081,0.02314249612,317.5460129,317.53965,219.9252472,269.383728,287.2850952,32.40550232,14.75597286,1.626434326,0.08596086502,0.2041137964,0.1285904646,0.6285635829,-8.045464516,-1.951100707
2007,1,19,0.0,0.0,0.0,293.502533,0.0,0.06167538837,-0.3068593442,0.0,-8.91e-06,-3.13e-07,-7.2e-06,121694.6172,57570.26563,15036.7373,101648.7109,5.16e-05,0.000349774753,0.003133799881,15.24543762,298.3897476,298.3941422,219.977951,268.8302917,289.2536011,33.20714951,16.1685257,2.417373657,0.02701719664,0.05228610709,0.03655616567,7.183619022,-6.044002056,-3.12244606
2007,1,20,0.0,0.0,0.0,294.1672058,0.0,-0.04277992249,0.05914433673,0.0,4.58e-06,-6.79e-06,-1.31e-05,121621.6484,57548.84375,15010.93359,101523.7891,2.84e-05,0.0002000180102,0.004259006586,27.75560951,301.6496658,301.6373062,219.8493042,268.1141052,289.9536438,32.56548691,17.74310493,4.598930359,-0.001889069914,0.1400011331,0.06885854155,2.420160294,-1.120924592,-1.723997116
2007,1,21,0.0,0.0,0.0,295.2814941,9.54e-07,0.1171328202,0.183453247,0.0,-5.41e-06,2.06e-06,-1.28e-05,121714.625,57535.28516,15041.49316,101533.3047,3.57e-05,0.000432650937,0.005723526701,19.27274132,378.5354919,378.5072021,219.1259308,267.8263245,289.7495422,30.34567261,21.78861237,3.966498613,0.006102124695,0.1541857272,0.1743155271,3.512971163,-7.49139452,-2.406328201
2007,1,22,0.0,0.0,0.0,295.2202148,0.0,0.001070022583,-0.5009034276,0.0,3.79e-06,9.13e-06,2.27e-06,121780.8047,57643.50391,15090.21094,101614.0,3.93e-05,0.0005118010449,0.005878334399,78.61798859,365.5708237,365.5551224,220.5623627,267.2145691,289.3929138,25.19229889,17.5170536,3.285540819,0.02051746845,0.2415127009,0.2156395465,15.56406689,-9.012174606,-2.470448732
2007,1,23,0.0,0.0,0.0,294.803833,0.0,-0.3459116518,-0.427216202,0.0,-2.62e-05,-2.16e-05,1.54e-05,121855.7188,57757.03125,15196.02246,101762.6953,4.7e-05,0.0006023723981,0.005665851291,79.64871979,362.8375168,362.7926102,219.8099518,265.9143372,288.9586182,25.0143528,10.74589825,1.309261918,0.04141457751,0.190480426,0.1225864068,10.33422089,-4.039960384,-2.159399033
2007,1,24,0.0,0.01,0.0,294.3500671,0.0,-0.5048001409,-0.5995667577,0.0,-7.62e-06,6.34e-06,1.31e-05,121794.4609,57762.25391,15139.99512,101751.7891,3.26e-05,0.0006656401674,0.005897829309,7.546234131,329.7683487,329.7042618,219.4929199,265.7718201,288.118103,23.23542786,9.515927315,0.2584520876,-0.003746509552,0.1103711501,-0.0276556015,9.567082405,-4.732757568,-1.999115586
2007,1,25,0.0,0.0,0.0,293.7498474,0.0,-0.2735487521,-0.5313568115,0.0,1.62e-06,4.45e-06,2.57e-05,121719.0391,57699.66797,15064.02832,101627.8672,5.34e-05,0.0008050263859,0.003588699503,20.38459778,269.2999878,269.2945175,218.4612885,265.5799561,289.9716797,27.02584839,11.87322235,-0.06229464337,0.02536165714,0.05063239858,0.02881654166,7.691068649,-1.365445495,-1.180325866
2007,1,26,0.0,0.0,0.0,294.8869324,0.0,-0.4726632535,0.0673116073,0.0,-1.36e-05,-5.49e-06,2.82e-05,121646.1953,57686.96875,15088.72754,101591.1328,3.31e-05,0.0006480969605,0.00409446517,4.43572998,296.9887161,296.9878922,219.8635864,265.4885864,290.9531555,30.48756599,10.64519119,0.03643417358,0.03484857082,0.002783735516,-0.04792376235,9.773334503,0.2902800143,-0.3296356201
2007,1,27,0.0,0.0,0.0,296.5072327,0.0,-0.6084563136,0.3778482974,0.0,-2.85e-06,-8.29e-06,1.72e-05,121632.6328,57729.5,15187.42285,101657.7188,4.05e-05,0.0007036819588,0.005549073219,3.159968138,366.7698669,366.7693176,219.8526764,264.907074,291.2539368,30.77243042,8.326914787,-0.3265584409,0.01414879132,0.04571270943,-0.1310003251,3.70894742,-0.3555316925,-0.6042423248
2007,1,28,0.0,0.0,0.0,297.4881592,0.0,-0.9021098018,0.5794385076,0.0,4.22e-06,-1.66e-05,-9.09e-06,121516.9141,57700.69141,15220.21875,101676.4609,3.75e-05,0.0007979852962,0.00669789454,22.62496948,449.9897919,449.9606781,219.6209106,264.6016846,291.2168579,32.73768234,8.553668022,-1.045628905,0.01190133858,0.0209608078,-0.2390424013,5.39989996,2.768100023,-0.363035202
2007,1,29,0.0,0.0,0.0,297.7423401,0.0,-0.4908154905,0.3619359434,0.0,1.94e-06,-3.76e-06,9.87e-06,121325.1641,57549.57422,15148.80762,101586.5703,5.81e-05,0.0008646833594,0.006637357641,66.36505127,446.2715149,446.0957336,218.1609344,264.1282959,291.0799866,37.40755844,11.10541821,0.2918783724,-0.03260326385,-0.07752680779,-0.1359552592,7.332594395,5.332747936,-0.5422871709
2007,1,30,0.0,0.0,0.0,297.2992249,0.0,-0.244966507,0.1029917374,0.0,7.93e-06,-2.48e-05,1.01e-05,120967.2813,57424.12109,15184.46875,101645.1641,2.16e-05,0.001963236835,0.005325630773,35.08555222,452.1418304,451.5832672,219.2098846,263.7444153,291.1080322,41.44007492,17.15851402,1.135859132,-0.02957427502,-0.02396094799,-0.01986650564,5.091213703,1.386956573,-1.582539201
2007,1,31,0.0,0.0,0.0,298.1484985,0.0,0.7066714168,0.2949186862,0.0,-2.9e-05,3e-05,3.4e-05,120819.8125,57366.08984,15194.33301,101619.9766,1.86e-05,0.000118852593,0.006961828563,21.11333275,482.9823303,482.8260956,220.1302338,264.0395508,290.9255066,37.49831009,14.77923107,2.745552778,0.02098202705,0.09300223738,0.2370340824,1.066480637,-9.473519325,-3.053235292
2007,2,1,0.0,0.0,0.0,297.273407,0.0,0.1960741729,-0.2319431305,0.0,-1.12e-05,1.39e-05,4.71e-05,120806.5391,57254.61328,15151.58105,101602.6641,4.66e-06,0.0002955035598,0.006651131436,13.25734425,429.8287811,429.4975891,227.9498138,262.7162781,290.4469299,22.19560242,12.91074371,2.209342957,-0.03857338428,0.2222646028,0.2875227034,-10.86526012,-11.46065617,-1.920648575
2007,2,2,0.0,0.0,0.0,297.0748291,0.0,-0.4578641355,0.2799021304,0.0,-9.53e-06,7.86e-06,-2.65e-07,121034.7266,57196.99609,15118.84668,101583.4609,7.04e-06,0.0001264486491,0.006099680904,1.337560058,399.8531342,399.8294678,225.8907623,263.3186035,290.2329407,30.21580505,6.141210079,0.3485291898,-0.03234763816,0.2396492958,-0.0210569296,-17.89529991,-8.636912346,-1.927032471
2007,2,3,0.0,0.0,0.0,297.2463074,0.0,0.1389961243,1.014532685,0.0,-2.26e-06,6.24e-06,3.22e-05,120999.2813,57177.03125,15073.7002,101523.9063,2.38e-05,0.0004795092391,0.006512172986,9.088897705,446.9168243,446.6725159,220.7924042,263.8258057,290.550293,42.54084396,9.415934563,2.056045532,-0.06280962378,0.2288556546,0.1490858048,-17.89288139,-7.957895279,-0.3544801176
2007,2,4,0.0,0.01,0.01,297.7205505,0.0,0.7271468043,0.8663215637,0.0,-2.9e-06,1.28e-05,5.86e-05,120640.2109,56927.80078,14877.1123,101273.5547,3.3e-05,0.0003126633528,0.007220921572,24.00678062,547.8022614,545.9245605,220.013504,263.2685852,290.790863,49.64300919,15.82692719,4.166826248,0.00213432312,0.1181488037,0.03375077248,-20.11941338,-7.848802567,-1.096684813
2007,2,5,0.0,0.0,0.0,297.6379089,0.0,0.6975574493,0.8997478485,0.0,-5.34e-06,1.27e-05,3.25e-05,120379.2422,57033.40625,14863.50879,101235.3516,1.61e-05,0.0002019463573,0.007440598682,16.7956028,529.0563354,528.3127441,220.6940918,264.3650513,290.8774109,51.09535599,14.99293518,5.09576273,0.01459443569,-0.007809678558,0.2201567441,-26.34761047,-10.84987259,-1.914577484
2007,2,6,0.0,0.0,0.0,298.197113,0.0,0.557220459,0.1790053099,0.0,-1.17e-05,1.5e-05,4.44e-05,120501.1641,56935.8125,14873.55469,101245.3828,1.47e-05,0.0002467180311,0.00685817562,21.70689964,481.1264191,480.3809052,221.9028931,263.2507629,290.9288025,43.93375015,17.91005516,4.093094349,0.138868928,-0.07998963445,0.2997909784,-27.72366524,-4.656901836,-1.527325273
2007,2,7,0.0,0.08,0.13,298.4984436,0.0,0.4771747589,1.183341384,2.38e-07,5.27e-06,1.27e-05,3.01e-05,120852.7578,56850.52734,14881.62109,101252.7266,1.17e-05,0.0001995435014,0.00699540833,28.37905884,549.1717529,547.3103485,223.1627045,261.9154053,291.2067566,43.28445435,17.0163002,3.963573456,-0.02030738257,0.2366301268,0.02981738187,-10.11731434,-10.00335026,-0.4173418581
2007,2,8,0.0,0.06,0.03,297.9746399,1.91e-06,0.5504538417,1.033815384,0.0,1.51e-05,3.44e-06,4.5e-05,120811.7891,57113.93359,15013.71973,101424.2891,2.02e-05,0.0001406852243,0.006767215207,14.80954456,491.9756012,491.3526764,220.6421509,263.7119446,291.0823059,45.33515549,10.18587208,3.35306859,-0.01354674529,0.147332266,-0.04878755286,6.463353634,-5.903789997,-1.928915024
2007,2,9,0.0,0.15,0.13,298.1915894,9.25e-05,-1.054103851,1.306809068,8.96e-05,1.2e-05,2.6e-05,-1.19e-05,120338.5859,57210.26953,15047.19238,101524.0391,2.24e-05,0.0006415587268,0.008350926451,31.37995338,635.2948608,633.9805756,220.449585,263.6878357,290.125824,52.7374382,9.122141838,-0.2102521211,0.08088394254,0.1718022376,-0.2653245628,14.90580273,1.351444244,0.5369536281
2007,2,10,0.0,0.0,0.0,297.9057922,0.0,-1.139953613,2.834555864,0.0,1.45e-05,-6.73e-06,-4.67e-05,120318.0,57108.83203,14949.79297,101425.75,3.42e-05,0.0006094914279,0.006855710875,22.07501793,531.95961,531.5487213,219.779007,263.6234741,290.2866821,49.47872543,15.13086987,-0.7659193873,0.1455293447,-0.06658935547,-0.2172788829,0.6172402501,7.858352661,3.416056871
2007,2,11,0.0,0.0,0.0,297.0496521,0.0,-0.3513952792,2.537397385,0.0,1.05e-05,1e-05,-1.9e-05,120533.8359,57020.67188,14915.38672,101413.7422,2.92e-05,0.0006520127063,0.00541231269,10.89719105,425.3860474,425.3343658,219.4535675,263.9546814,289.8390503,53.82208252,19.69857788,2.046307802,-0.05700175092,0.02156968974,-0.06439133734,-4.27648735,4.560912609,3.009627581
2007,2,12,0.0,0.16,0.16,297.3088989,4.77e-07,-0.2256374359,2.262245178,0.0,2.6e-05,-1.09e-05,-3.23e-06,120350.6797,56766.31641,14783.45605,101220.8047,3.23e-05,0.0002417029609,0.007093521301,32.13106918,565.6536713,564.8444824,219.3842926,263.8484802,290.2161865,55.82394409,24.16338158,3.048164368,-0.1701409072,-0.02274890803,-0.08093718439,0.582034409,1.314674377,2.913159132
2007,2,13,0.0,8.84,2.56,292.9790344,0.0153303151,0.1114737168,1.161004424,0.01418209076,-4.7e-06,3.71e-06,-1.33e-05,120159.5938,56500.71875,14584.9502,101117.9063,2.49e-05,0.0008131886716,0.01005295571,54.50045395,760.7926025,755.3285522,219.3178253,262.9102478,287.8809204,56.95264816,26.06900978,6.680337429,-0.1092830524,-0.2403014898,-0.16799891,-5.816147327,5.358231068,4.454501629
2007,2,14,11.22,1.85,0.38,293.0910339,0.0002226829602,0.4131259918,-0.4231853485,0.0002119541241,5.79e-06,-2.1e-05,1.68e-05,120625.7422,56564.84766,14755.6377,101364.8438,3.06e-05,0.0001094299441,0.0072280108,30.16077614,489.2037506,487.7646332,219.5685425,264.115387,286.4535522,46.79917908,29.20426941,4.606433392,-0.08749838918,-0.1944038123,0.2249706537,-13.28152466,2.107316971,-1.818645477
2007,2,15,0.0,0.0,0.0,294.2060242,0.0,-0.2687810361,0.3549785614,0.0,5.94e-06,4.09e-06,6.32e-07,120849.5,56656.96484,14821.19824,101399.0391,2.84e-05,0.001148837036,0.005466219503,7.957967281,422.8950806,422.6153412,219.2344971,263.6168518,287.2662354,42.01644135,29.84308815,3.297890902,0.002557436703,-0.005112250801,0.3199064732,-9.197756767,-0.2344309539,-0.5928268433
2007,2,16,0.0,0.05,0.03,295.8110962,3.24e-05,0.1395874023,1.255725861,3.19e-05,-5.08e-06,1.37e-05,-8.47e-07,121015.4609,56628.08203,14715.69824,101201.1953,1.99e-05,0.0001468377741,0.00680710515,53.08697891,527.7636566,526.2890167,220.2839203,267.3040466,288.6813354,37.36562729,29.46107483,4.603656769,-0.02222839929,-0.145130679,0.0615209341,1.223620772,-1.577754974,-0.475769043
2007,2,17,0.0,0.05,0.02,295.9092712,9.54e-07,0.03210194781,-0.2662931979,9.54e-07,-3.96e-05,-9.05e-06,3.27e-05,121142.7109,56719.85547,14820.42188,101349.9375,2e-05,0.0001733172539,0.006650028285,75.72225189,445.0288239,444.6139984,220.2610474,265.8503418,288.086731,33.54978561,26.48153877,2.95318985,0.02216712572,0.002788464306,0.290895462,6.848737717,-3.699465513,-1.746936798
2007,2,18,0.0,0.04,0.03,294.7857971,0.0,-0.4252624512,-0.8679917455,0.0,4.37e-06,-8.4e-06,1.44e-05,121397.1016,56806.78125,14930.96875,101507.4375,2.47e-05,0.0001006674938,0.006072417367,35.16896439,363.0422058,362.8635178,219.589035,266.6872253,287.3475647,27.9366703,20.4805584,0.07461166382,-0.05837647244,0.04372437671,0.1061850414,1.369302154,-3.522258759,-2.612053633
2007,2,19,0.0,0.0,0.0,294.5369873,0.0,-0.5408356786,-1.367900252,0.0,-7.08e-07,1.69e-05,7.86e-06,121539.4609,57035.63672,15006.05078,101600.5625,2.65e-05,0.0001037813272,0.004336823244,5.649693966,240.2066574,240.204689,219.1417236,267.8433533,287.4140625,22.61387062,17.16261482,0.5802669525,0.08999554068,0.1288342029,0.2963786423,5.129770279,-6.37804985,-5.160487652
2007,2,20,0.0,0.0,0.0,295.5609436,0.0,-0.442917496,-1.266684175,0.0,-2.01e-05,-6.11e-06,1.49e-05,121752.2422,57273.55859,15014.06543,101576.9609,1.65e-05,0.0001165912545,0.004744421691,12.68692017,259.4016724,259.3991089,220.2890167,269.2416687,287.8082275,19.65591049,14.95936584,0.1859677583,0.04915579036,0.0411391668,0.2931788266,4.394107819,-4.175044537,-5.498696804
2007,2,21,0.0,0.0,0.0,296.1950989,0.0,-0.446252197,-1.244788527,0.0,-5.34e-06,1.07e-05,1.38e-05,121760.1953,57389.44922,14966.2373,101496.0,2.09e-05,0.0002930485352,0.004244439304,0.0,233.1676254,233.1671219,219.478775,268.7329407,288.5255737,23.08687782,12.20523071,1.163068175,0.01978671551,0.06215047836,0.1867810041,7.281806946,-3.383804321,-5.510505199
2007,2,22,0.0,0.0,0.0,295.5691528,0.0,-0.3198070526,-0.7900263667,0.0,-2.02e-05,7.75e-06,2.57e-05,121589.5859,57263.74609,14816.99707,101262.9375,1.93e-05,0.0003840797581,0.003020144999,0.0,211.5883255,211.5889664,220.141922,269.1631165,290.1383057,26.39333916,15.38398266,-0.6307112575,0.04438857362,0.03353369236,0.1410471946,11.07313156,2.28887248,-4.174692631
2007,2,23,0.0,0.0,0.0,296.9692078,0.0,-0.6271839142,-0.1448599547,0.0,-7.11e-06,-6.78e-06,1.59e-05,121463.9141,57159.65234,14791.42285,101171.5547,3.25e-05,0.0003141937777,0.004203482065,27.90425682,308.7694931,308.7688522,220.1600189,268.0227661,291.4047546,29.02671814,18.26879883,-1.591489792,0.02370587923,-0.04328290746,0.04886038974,11.3371582,7.917121887,-2.853855848
2007,2,24,0.0,0.0,0.0,297.985321,0.0,-0.2762266695,0.763926208,0.0,1.02e-06,-1.38e-05,9.96e-06,121337.8203,57018.06641,14827.68457,101192.7422,1.48e-05,0.000603696506,0.005295010284,6.214523315,400.9213715,400.901413,220.7576294,264.6048279,291.5690613,35.08083344,20.19589424,-0.5897407532,0.03919724748,-0.1187347993,-0.2355311364,11.03039551,8.909361839,-0.8494148254
2007,2,25,0.0,0.0,0.0,298.1315918,0.0,0.7743842006,1.183761597,0.0,1.03e-05,-2.6e-05,3.83e-05,121151.2578,56802.73438,14765.35938,101111.4766,1.34e-05,0.0003993388964,0.005738310982,3.318659544,427.0375214,426.9551697,221.0340424,262.7974854,291.5611267,35.47953796,22.87751198,3.096752882,-0.05222896859,-0.1115591154,0.1290690154,-3.372880936,0.214548111,0.6395149231
2007,2,26,0.0,0.0,0.0,297.3758545,0.0,0.138168335,0.600815475,0.0,-3.18e-05,-1.37e-06,4.7e-05,121102.8438,56752.35938,14697.5791,101041.1641,1.26e-05,0.0002614898258,0.005972752813,0.6670634151,422.8016052,422.7675018,221.3793335,263.253479,291.4450684,23.28256416,20.48211098,2.189080477,0.05367314816,-0.07873725891,0.3752251863,2.351280928,-8.162558556,-0.5663788915
2007,2,27,0.0,0.0,0.0,298.8295593,0.0,-0.1699498445,0.7726643682,0.0,-1.03e-05,9.93e-06,1.95e-05,121235.1484,57051.30859,14797.83594,101098.8828,1.03e-05,0.0003044544428,0.00583429262,1.151784301,409.0837097,409.0736847,222.0726471,264.9098206,292.6613159,17.91698265,16.63773918,1.798175812,-0.02762158774,0.2351473123,0.2105103731,1.000873566,-15.56697559,-1.513459563
2007,2,28,0.0,0.0,0.0,299.9419861,0.0,0.04091962054,2.015604734,0.0,6.42e-06,1.49e-07,1.36e-05,121541.7734,57186.52734,14757.4873,101032.0859,8.36e-06,0.0003888038918,0.00634660013,0.9579976201,449.2462006,449.2243195,222.6944122,266.0370178,293.2524109,19.77973366,19.54384804,2.599858522,-0.03417857364,0.1053643599,0.008992552757,-7.719156265,-2.435678482,1.539234757
2007,3,1,0.0,0.04,0.08,299.8583374,4.77e-07,0.629237473,1.873244643,2.38e-07,-3.24e-06,5.79e-06,2.06e-05,121616.6016,56924.28516,14631.49316,100883.6016,1.45e-05,0.0001739907457,0.007088287268,15.41926098,552.3798981,551.1040192,221.3449554,266.9756775,293.2900696,19.19843483,24.2900486,5.670169353,0.04866759107,-0.1403354406,0.01440195274,-7.103305817,-1.423151612,2.424870253
2007,3,2,0.0,0.0,0.0,298.7142944,9.54e-07,0.9123668671,-0.5243244171,1.19e-06,1.11e-06,3.39e-05,4.08e-05,121709.5391,57198.14063,14704.18652,101022.6797,1.89e-05,0.0003010510991,0.008309985511,19.53824425,565.4211273,564.8199921,221.333313,268.9117432,291.634613,11.7456255,15.06052113,4.373610973,0.03511587903,0.05017475411,0.06544908136,1.671059966,-6.082906723,-2.11189723
2007,3,3,0.0,0.0,0.01,298.901001,0.0,-0.5927111506,-0.7765903473,0.0,-1.05e-05,1.84e-05,-2.88e-06,121897.0391,57470.02734,14863.17969,101246.0859,2.36e-05,0.0003879821452,0.008680247702,12.9189806,557.8114014,557.4889069,220.4617767,268.5111389,291.0735779,9.023034096,12.5886507,-0.9774093628,0.03952650353,0.08155421168,-0.1042566299,4.106057644,-6.614900589,-2.043398619
2007,3,4,0.0,0.0,0.0,299.0460815,0.0,0.05939674377,0.02591069601,0.0,6.46e-07,-4.51e-07,1.76e-05,121945.8359,57544.67188,14895.05176,101261.2422,1.8e-05,0.0002096651442,0.008046259172,5.488332272,494.1785889,494.0325165,219.7410126,269.1082458,291.1855469,10.99599743,13.98598957,0.9377689362,0.06051826477,0.1257764846,-0.00335586071,10.4376421,-4.78199625,-2.127950668
2007,3,5,0.0,0.0,0.0,298.4179993,0.0,-0.1130472794,-1.099283218,0.0,-9.64e-06,3.73e-05,4.78e-05,122003.4297,57538.875,14943.0459,101345.9375,2.13e-05,0.0001996887731,0.004990277346,0.7582346797,330.1422501,330.138176,220.1606903,268.9752808,290.9734192,17.36036491,16.94480896,2.25470233,0.03450735286,0.1340069771,0.3365077674,12.46622181,-5.279526234,-2.812554598
2007,3,6,0.0,0.0,0.0,297.2649841,0.0,-0.1617368013,-0.334007889,0.0,8.41e-06,2.02e-05,3.72e-05,121789.3984,57373.125,14784.86426,101156.2734,2.07e-05,0.0002286383969,0.004856849555,0.9756724238,328.7005234,328.6877975,220.1364746,269.2669373,290.9052124,21.72119904,18.19354057,0.9824835658,0.07603558153,0.06024185941,0.3948845863,8.551093102,-3.80704236,-2.197376251
2007,3,7,0.0,0.0,0.0,297.9724426,9.54e-07,-0.15931575,0.1501000673,0.0,-1.5e-05,2e-05,2.88e-05,121670.9063,57149.96875,14634.46973,100966.0078,2.07e-05,0.000268445845,0.005740983412,6.192270756,398.9344025,398.8783722,220.5686188,268.4927673,291.4355774,24.38715172,19.24524498,2.071196318,0.1113688573,0.06878670305,0.3230289221,9.802502632,-1.884964585,-1.636290908
2007,3,8,0.0,0.0,0.01,299.8922729,4.77e-06,-0.05579884723,0.7458642125,9.54e-07,5.91e-06,8.32e-06,1.77e-05,121475.2734,57146.875,14683.22949,100960.2422,1.89e-05,0.0001646365417,0.007678321097,35.02604294,642.6828461,640.7554779,220.3921051,267.7663269,292.6607971,28.31139183,20.78670502,1.532571197,0.08621617407,0.007898251526,0.1520767212,12.15438366,1.710664749,-0.07005182654
2007,3,9,0.0,0.79,0.32,299.6015015,0.0002241134716,0.850851059,1.326993346,0.0002100467609,1.45e-05,7.9e-06,2.75e-05,121158.125,57223.93359,14768.21484,101077.4141,1.59e-05,0.0004815053835,0.01016996242,34.55429077,790.7303467,787.6092224,220.3330841,267.1647644,291.7583313,35.90441895,19.5694809,3.989655733,-0.06423143297,0.03406699374,-0.163008526,12.77147675,2.722919464,-0.1379820555
2007,3,10,1.72,0.73,0.37,300.1022034,2.15e-05,0.5082988739,1.002419114,2.17e-05,-1.26e-05,-2.71e-05,3.68e-05,121009.9609,57267.16016,14901.87988,101209.7109,1.78e-05,0.0007297361153,0.009690207429,22.12613487,728.9334869,727.1247711,220.2320557,265.1933899,292.3061218,37.24288559,17.88485527,3.144581556,0.04031431675,0.03208668903,-0.05955998227,6.505991459,-0.5600503087,-0.9639110565
