idates,imonths,iyears,obs,meanmod,stdmod,pvar1,pvar2,pvar3,pvar4,pvar5,pvar6,pvar7,pvar8,pvar9,pvar10,pvar11,pvar12,pvar13,pvar14,pvar15,pvar16,pvar17,pvar18,pvar19,pvar20,pvar21,pvar22,pvar23,pvar24,pvar25,pvar26,pvar27,pvar28,pvar29,pvar30
2007,7,18,3.4,5.63,1.08,300.7600098,0.00391960144,1.681556702,1.399033189,0.003690242884,-7.35e-06,1.04e-05,2.18e-05,122983.0234,57501.90625,14209.15234,100309.8125,0.0001547781721,0.004109028261,0.01595296897,98.42084503,1404.202057,1399.835449,225.1587677,271.1916809,294.1859741,-24.27987671,3.07427597,7.004205227,-0.09390529245,-0.002825856209,-0.1178565025,-1.560237288,-0.4797770083,-0.3206736147
2007,7,19,11.52,11.83,1.29,300.7267761,0.001433372498,1.659044862,1.894009233,0.001230716676,3.41e-05,1.2e-05,1.45e-05,123035.9141,57466.26563,14292.85547,100410.2109,0.0001612082851,0.003763832152,0.01550877839,99.55990601,1312.262421,1305.997925,225.2935791,270.250824,294.0208435,-19.84306908,5.475162029,7.936917782,-0.1617959738,-0.03670525551,-0.1375724524,-4.246652126,-1.95627594,-0.2840061188
2007,7,20,15.2,18.67,3.34,299.5606689,0.002819061221,1.770401597,1.660078645,0.001067876816,6.3e-06,-1.99e-05,3.32e-05,122880.1641,57334.80078,14288.54199,100451.3828,0.0001548651053,0.005117609166,0.01498576347,99.61102295,1366.197418,1351.897339,225.1741486,269.4900208,293.7373962,-17.19034767,4.344583035,8.304552078,-0.1361137182,-0.1357559413,-0.1315484047,-3.071273804,-3.485661268,-0.8306331635
2007,7,21,1.43,4.71,1.36,299.5522766,0.009705543285,1.59977591,1.342628479,0.003776073572,3.72e-06,4.96e-08,2.54e-05,122651.9453,57208.05078,14250.08496,100425.4063,0.0001388480014,0.004120554309,0.01478929725,99.5969162,1346.592499,1330.437744,224.3029022,268.3470764,293.5527039,-18.79312897,4.445186138,7.309577942,-0.1127450466,-0.04255195335,-0.02644483186,-0.5321445465,-4.544075012,0.1899039
2007,7,22,2.38,13.57,14.22,299.355835,0.00485539448,0.8063774109,1.115275025,0.001960992871,3.61e-05,-1.11e-05,8.57e-06,122596.9922,57170.125,14276.08691,100431.9063,0.0001411587727,0.004255723674,0.01408597734,99.89344025,1310.875397,1291.682648,224.1572418,268.0447083,293.7450867,-20.98334503,2.978651047,5.103307724,-0.2259145975,-0.06333061308,-0.04486902431,-2.004976988,-3.323633909,0.1743946075
2007,7,23,5.48,6.77,1.22,300.328186,0.001440048247,0.06307347864,1.750771165,0.0006496906135,8.16e-06,-8.09e-07,9.46e-06,122600.5391,57311.66797,14409.23535,100613.6953,0.0001213982177,0.004911206663,0.0136224255,99.90743256,1272.872223,1262.782745,223.0981293,269.3106689,293.2106628,-17.19703484,-0.5319779515,1.823781371,-0.1731197089,0.04024632648,-0.0257834997,-2.428962708,1.430563569,3.435116529
2007,7,24,1.27,7.64,1.34,300.1489563,0.002676963864,0.1516259462,1.854819655,0.002016782819,-7.62e-07,1.14e-06,-5.62e-06,122617.5078,57457.9375,14465.94238,100684.4375,0.0001197890015,0.005041782279,0.01407081634,99.587883,1290.009979,1285.494141,222.8486481,269.7722473,293.1300964,-16.77866173,0.9592552185,2.44701767,-0.225108549,0.02831745148,-0.03584535792,-7.41660881,2.408649445,3.440612793
2007,7,25,1.1,8.84,4.77,300.6572266,0.0002956390454,0.4034360349,1.867802262,0.0001788139343,1.25e-05,3.34e-06,8.39e-06,122612.7891,57447.36328,14414.46191,100629.2734,0.0001174396893,0.004957129713,0.01452653017,99.58316803,1302.338837,1298.408661,222.7472992,269.7375488,292.7537537,-19.00994682,0.9227225184,2.551755905,-0.01309152413,0.04730292037,0.009159445763,-5.785718918,-0.1530138701,3.01864934
2007,7,26,1.6,15.51,5.39,299.5161438,0.005115985754,0.2615076602,1.375144958,0.004551410791,-5.6e-06,5.84e-06,4.99e-06,122683.2813,57431.6875,14383.62207,100595.1328,0.0001342053292,0.005188363604,0.01460586116,99.86560059,1320.1008,1314.979248,223.7551422,269.5799255,292.9735107,-13.8718195,1.798925996,2.434461594,-0.2372062206,-0.03199990466,-0.06579395384,-8.239544868,-0.06059138104,1.128395677
2007,7,27,9.8,26.05,23.04,299.9962158,0.002074241638,0.4302368164,0.9928353429,0.001682281494,3.72e-06,1.2e-05,2.92e-06,122685.0391,57364.69922,14303.29688,100491.9141,0.0001269019704,0.004850726109,0.01492578909,99.92128754,1335.85611,1327.129486,223.2645721,270.0035706,293.039032,-13.55250549,2.968797684,2.427642107,-0.1902924776,0.03375844285,-0.05318689346,-7.009319782,2.100192308,1.128798127
2007,7,28,11.28,12.04,1.82,299.2826233,0.004606723669,-0.1684989929,1.080864549,0.003617048264,1.1e-05,4.77e-06,1.27e-05,122624.6953,57368.85938,14318.71973,100517.4609,0.0001156909202,0.004621639382,0.01506762113,99.25933075,1354.843506,1345.84671,222.7707062,269.5917664,293.0613403,-16.87417793,2.60316205,1.886850357,-0.07947635651,0.02638471127,-0.03843812272,-4.779725552,1.850748658,1.582877517
2007,7,29,0.39,7.29,1.16,299.7380676,0.01934671355,-0.2650311887,1.022960067,0.01787495613,-4.44e-06,7.56e-07,-6.79e-06,122646.0234,57451.51563,14360.4375,100554.7734,0.0001241965801,0.004307366442,0.01533663645,96.48500824,1345.808624,1340.345215,223.4816132,269.9965515,293.1499329,-21.26255226,-0.7524859309,0.2906913757,-0.2312871218,-0.01955493353,-0.1011159047,-6.693157196,1.93178308,1.97410202
2007,7,30,0.0,2.73,1.03,301.0686646,0.001446247101,-0.4035581052,1.450789809,0.001179695158,-3.5e-05,3.48e-06,2.94e-06,122714.7734,57516.19922,14416.40332,100600.8203,0.0001328593207,0.003191118827,0.01421267819,97.16301727,1218.851532,1215.583374,223.5420074,270.1673889,293.1768494,-27.33911896,-3.354740858,-0.163936615,-0.1073749065,-0.008272807114,-0.07770375162,-6.591128826,2.367274523,2.455524445
2007,7,31,3.27,5.4,1.25,300.9764099,0.002295494021,-0.1596406251,1.615780473,0.001720905304,3.98e-06,-1.65e-06,-1.32e-05,122711.1172,57461.73828,14331.56348,100501.8984,0.0001167140435,0.003914086614,0.01495907363,97.66223145,1274.602661,1271.102325,223.4733124,269.9950256,293.4265442,-24.65390587,-3.001223803,1.04452765,-0.06323011965,-0.0205476284,-0.1546308547,-5.764667988,0.7790241241,2.739743471
2007,8,1,0.0,8.27,3.13,300.3932495,0.001999855042,0.7028458714,0.459707886,0.001687526645,4e-05,2.28e-06,7.08e-06,122713.9766,57345.16797,14223.06543,100383.125,0.0001321238815,0.003990720958,0.01543242764,98.42594147,1281.728119,1279.056061,223.8036041,270.079071,293.216217,-16.58991432,-1.526898742,1.448126435,-0.06483133882,0.004206140991,0.02370568179,-9.385119438,-0.05169359967,1.360963225
2007,8,2,0.0,18.81,14.21,300.0646362,0.00233745575,0.7546215057,0.1804637909,0.002029418887,7.24e-05,5.42e-08,3.88e-06,122755.9922,57298.39453,14157.7002,100321.5547,0.0001313291432,0.004517512862,0.01546770986,98.9621582,1347.245728,1340.550568,223.8296356,270.3130798,293.4870605,-9.708230019,-3.258549452,2.320445299,-0.1564952135,-0.00712605333,-0.05585916713,-3.7753582,0.3507118225,-0.4760341644
2007,8,3,0.17,12.26,3.4,299.1004944,0.006968021393,2.048984528,0.9663416743,0.005875825882,-3.61e-06,8.98e-07,3.3e-05,122627.5391,57213.40625,14113.16113,100299.9688,0.0001189889954,0.005204421002,0.01538090035,97.10489655,1400.514496,1393.740967,223.9200439,270.1861267,292.7383118,-10.02431011,-6.301818371,7.067461014,-0.1150883809,-0.0802135095,-0.2048254758,-1.088284135,-2.324549913,-1.181472778
2007,8,4,9.36,10.03,1.88,299.068573,0.008083820343,2.552878618,1.189338088,0.006854533916,1.36e-05,9.65e-06,3.11e-05,122433.7109,56990.18359,13876.8916,100029.1563,0.0001428621035,0.005004370119,0.01559566054,99.90273285,1407.518646,1396.842041,224.437561,269.8924866,292.5085144,-10.33895779,-6.747508526,10.0004549,-0.1663067788,-0.01770150661,-0.3866157532,1.637182832,-6.003306866,-2.846101761
2007,8,5,0.97,33.08,6.62,297.2945251,0.08309984207,3.403151751,-0.3504473269,0.03524065018,2.16e-05,-2.97e-06,3.38e-05,122481.6016,56734.94141,13609.97363,99744.28125,0.000171614447,0.005455236882,0.0165581312,100.0,1540.256653,1475.298615,225.7140045,270.2670288,292.6715393,-8.710684776,-6.34171629,8.220557213,-0.5252988935,-0.8455484509,-0.9930365682,-3.789880037,-10.34242916,-7.475952625
2007,8,6,52.76,71.24,27.29,296.9417419,0.1841883659,4.030109882,1.533023834,0.04000282288,5.93e-05,6.57e-05,-3.28e-05,122537.4141,56372.23828,13037.98145,99080.46094,0.0002009434247,0.007004810032,0.01654869318,99.97686005,1800.799438,1609.750671,227.0076447,272.63974,292.5597839,-5.984489918,2.712378263,11.76950359,-1.051205158,-1.26432085,-1.787916303,3.04975009,-2.051291227,-0.6391601563
2007,8,7,91.99,4.01,1.02,298.2971497,0.01299190521,1.659704208,4.595904827,0.002813339175,-1.53e-05,-1.39e-05,-5.13e-05,122667.6484,56833.06641,13665.77734,99798.78906,0.0001040854841,0.005740860011,0.01490733773,99.6294632,1393.119873,1379.926025,225.3222656,272.0322571,291.5834045,-9.164057732,7.323991776,14.35246563,0.008592446335,0.1049706936,-0.0998256579,-1.69260025,10.43494797,12.1517992
2007,8,8,0.0,0.39,0.26,300.1712036,0.0002608299183,2.092367172,1.834862351,0.0002443790363,2.32e-05,1.21e-05,1.34e-05,122546.8516,57116.34375,13943.75488,100057.8984,0.0001224368025,0.005044134334,0.01427771896,90.87766266,1325.819916,1322.739716,224.1182861,270.6967468,292.7033997,-14.60409164,4.326590061,8.38602066,-0.02797333337,0.01933161356,-0.06406605244,-0.8026701808,0.2740987241,3.279978991
2007,8,9,1.38,8.58,0.92,299.3690491,0.009077548748,1.785241485,0.7008298039,0.007489919895,8.81e-06,6.24e-06,1.17e-05,122438.375,57088.80859,13969.5127,100116.0625,0.0001287057821,0.005191001575,0.01505546737,98.39782715,1434.851807,1420.888458,224.7073517,270.0959778,292.7150574,-17.53916931,-2.535184145,8.210030556,-0.09696885198,-0.1880046874,-0.3129914105,-0.4745763242,-4.112564087,-2.910052061
2007,8,10,3.27,19.58,3.66,299.0879822,0.01656722976,2.094590425,0.1241963729,0.01111555123,9.64e-06,-1.09e-05,4.62e-05,122680.5078,57044.04297,13926.8125,100087.4297,0.0001443078363,0.004508532118,0.0156224519,96.8423233,1437.105011,1420.539093,225.8612518,270.2368469,292.776062,-23.97863579,-6.420511246,6.641849041,-0.08471401781,-0.2835191488,-0.4049584568,0.9596652985,-4.065452576,-6.260546207
2007,8,11,9.51,55.36,18.82,297.2756958,0.03124904539,3.064496279,0.8149700165,0.01621317817,-4.58e-06,-1.14e-05,3.5e-05,122855.9141,57033.85938,13884.36035,100079.3516,0.0001612736814,0.006018851418,0.01612065919,100.0,1536.151062,1504.234406,226.4138947,270.8685303,292.1984558,-26.85028839,-6.083899021,8.296759605,-0.2955217361,-0.2859392166,-0.7982227206,2.855398893,-3.719000578,-6.76602602
2007,8,12,23.75,32.37,21.16,296.6768494,0.05389308929,3.887630463,0.8852297664,0.00736784935,5.8e-06,-6.2e-05,8.5e-05,122920.9141,57044.94141,13937.4375,100148.3359,0.0001691908838,0.006348991767,0.01593057625,100.0,1580.323792,1516.249969,225.756485,270.9345398,292.1764221,-18.58969498,2.379286528,12.66918278,-0.4322889149,-0.3827871978,-0.8435008526,-2.978439331,-4.7576828,-6.333364964
2007,8,13,17.99,23.78,6.57,296.5890198,0.03644609358,3.64979291,1.066267014,0.003294229391,1.43e-05,-5.06e-05,6.43e-05,122877.5703,57164.9375,14061.5498,100296.1172,0.0001488345442,0.006146507803,0.01567760855,99.99072266,1500.063721,1470.20874,224.9853973,270.6821289,292.0315552,-15.47232342,3.11406517,13.24913788,-0.2129364461,-0.2323497087,-0.7549724579,-4.830202103,-1.062973619,-6.793459415
2007,8,14,1.23,8.27,0.95,299.1550598,0.0009593963914,3.20150876,0.8830273747,0.0005826950219,-7.01e-07,1.48e-05,4.74e-05,122762.3828,57363.21484,14236.875,100463.6797,0.0001550202287,0.003647765843,0.01469919365,98.96353912,1299.900879,1295.737427,225.0150757,271.096283,291.9279175,-24.31472969,9.445575714,12.52636814,-0.06397207826,-0.04380857944,-0.4355302155,-1.821891785,2.270999908,-3.953837633
2007,8,15,0.0,5.39,0.85,299.7452087,0.0017318725,2.906588316,0.8999798894,0.001286506624,1.42e-05,1.41e-05,3.37e-05,122756.7266,57363.8125,14226.60938,100393.5078,0.0001339199953,0.002868717769,0.01459757239,99.78675079,1223.435394,1220.391724,224.397049,271.8718567,292.8326416,-21.60326958,9.676638603,10.04482079,-0.04738755897,-0.009172320366,-0.2687419355,-1.665309906,-2.018185377,-2.42136693
2007,8,16,0.0,5.52,0.69,299.608429,0.001356601686,2.827049971,1.147889495,0.0008666515059,-1.84e-05,1.52e-05,3.96e-05,122664.2422,57288.90625,14212.91406,100385.75,0.0001318582072,0.004309912212,0.01455713529,99.68515778,1307.909546,1302.409698,224.213974,269.5046692,292.7137756,-24.75749016,4.688004017,9.904676437,-0.09350577742,-0.02835186385,-0.3506781757,-1.304133773,-4.910974979,-2.898668289
2007,8,17,0.0,8.22,1.78,299.3995667,0.002102374972,2.951114655,0.5349833369,0.001812696399,3.27e-05,5.43e-06,4.58e-05,122510.5859,57171.51953,14176.44043,100334.9141,0.0001328237413,0.003827326233,0.01407273859,100.0,1237.728058,1223.85965,223.9337616,267.2015686,293.0334167,-20.05892372,2.942047119,9.398194313,0.09011983871,-0.002869884251,-0.3995458782,-3.873880386,-11.22964191,-4.538074017
2007,8,18,7.07,6.1,1.79,297.9935913,0.006015300751,2.702051878,0.6353772283,0.002770900726,8.51e-06,3.49e-06,6.93e-05,122386.75,56993.40625,14157.24316,100348.0234,0.0001250047062,0.00495865522,0.01402483229,99.99072266,1255.930023,1242.823608,223.661087,268.4205017,292.6885071,-13.63621521,-3.344018221,9.417545319,-0.04739431664,-0.1197181121,-0.3949516714,-6.143453121,-6.520887375,-5.108768463
2007,8,19,24.35,9.58,2.19,297.8111267,0.005282878876,2.16343236,0.8901748657,0.001306533784,2.97e-05,3.06e-05,4.55e-05,122412.6484,57067.98828,14137.4541,100341.8984,0.0001257373806,0.005354309455,0.01457648445,100.0,1329.796417,1313.936737,223.380127,269.3599548,292.3417664,-12.93804169,0.01974550821,7.757677555,-0.0356323719,-0.1209952459,-0.2381478101,-5.570051193,-4.000283718,-3.612387896
2007,8,20,20.99,16.54,4.07,297.8342285,0.005595684168,0.8266156316,1.905346513,0.00252723688,3.51e-05,1.27e-05,1.73e-05,122598.1953,57202.90625,14199.87891,100427.2734,0.0001134392587,0.005372094456,0.015143116,94.55031586,1365.361359,1353.726563,223.4824066,270.1875916,292.210907,-7.267352581,3.780905962,6.695538044,-0.1609888077,-0.009411851875,-0.1162118092,-4.943799496,2.88414073,2.234736204
2007,8,21,16.04,10.37,3.6,299.092865,0.009513854748,-0.04647700116,1.091180801,0.008367061615,-6.5e-06,8.86e-06,-8.99e-06,122511.2734,57306.70703,14249.74219,100432.875,5.36e-05,0.00429608766,0.01430415083,57.00772476,1263.427002,1259.872284,223.2447052,270.0932312,293.1898193,-14.81819248,-2.443314314,2.01537323,-0.02539169788,-0.009195010178,-0.04825063422,1.153333664,3.150838852,1.538886428
2007,8,22,1.77,4.74,1.29,299.6130676,0.004292964935,-0.004348119255,0.5987510681,0.003551483271,6.46e-06,3.41e-06,7.68e-06,122489.0547,57396.01953,14321.0459,100501.1016,9.36e-05,0.003736865008,0.01418492291,76.83435822,1258.880493,1254.881836,223.026474,270.0596924,293.2538757,-15.53590679,-4.826826096,0.8444328308,-0.04132143781,0.04503555968,-0.07965636253,1.904289842,0.9955666661,-0.5191879272
2007,8,23,11.68,12.85,3.22,299.9346619,0.008573055267,0.1831315309,0.03984069824,0.008257627487,7.69e-07,5.27e-06,7.82e-06,122630.3203,57417.03516,14346.87012,100512.0859,0.0001097159766,0.003605665872,0.01419940684,89.63101959,1254.52121,1251.036621,223.2812653,270.0347595,293.3417358,-19.72467041,-6.142007828,-0.3597558439,-0.04766495898,-0.04988495633,-0.0389313288,-0.07676824182,-0.5402584076,-1.899475694
2007,8,24,0.14,7.0,0.88,299.7185364,0.01067209267,-0.3725147247,0.2853342593,0.009893179173,-2.45e-06,4.46e-06,-8.61e-06,122796.8984,57503.44922,14395.18262,100581.8438,9.91e-05,0.004545278847,0.01513215154,88.14227295,1322.932526,1319.134918,223.4187469,270.0396118,293.3840637,-18.0867424,-5.800855637,-2.017571211,-0.03643830493,-0.09741544724,-0.1067276374,-1.226688385,0.1230627671,0.739812851
2007,8,25,0.59,4.71,1.58,300.1410828,0.01096391701,-0.3610057831,1.173697114,0.01021862053,-1.42e-05,-8.05e-07,-7.79e-06,122781.6875,57507.68359,14363.60156,100552.1563,0.0001044668606,0.004515709821,0.01480788086,94.34292603,1324.416138,1319.982513,223.2403564,270.2693176,293.300415,-18.33455086,-4.047437191,0.281855911,-0.09133565426,-0.008522550575,-0.1463977844,-1.499743104,0.7221717834,0.7103125453
2007,8,26,5.88,9.84,4.3,300.0328674,0.004770755768,0.334590286,1.703744888,0.002648830356,2.27e-06,-1.01e-06,-1.48e-06,122707.1016,57414.98047,14322.89941,100508.875,0.0001230723428,0.005489852279,0.01464716252,98.67235565,1392.928802,1385.958984,223.3698273,270.1448669,293.2536011,-15.64357281,-2.741788864,3.019345522,-0.08709887415,-0.1010702029,-0.002400954487,-4.02208662,-0.8080208898,1.313333511
2007,8,27,3.34,17.57,2.57,299.2428284,0.002539873123,0.02371470071,1.198254228,0.001868009625,-7.77e-06,-5.18e-06,7.3e-06,122658.6875,57341.65625,14278.17871,100479.3047,0.0001235765376,0.00572822988,0.01453426853,99.57872772,1389.273102,1381.909058,223.0935211,270.3916016,293.0002441,-15.05816364,-1.564206481,2.762543917,-0.1213308945,-0.05529578403,-0.06736274809,-5.190472126,1.064929366,1.302271485
2007,8,28,17.59,12.02,1.85,299.4352417,0.002902984677,0.08126449585,1.216684341,0.00212955469,1.16e-05,-4.96e-07,7.69e-06,122640.125,57427.87891,14310.20703,100506.5391,9.79e-05,0.004494522233,0.01501336973,99.09273529,1327.593018,1322.811676,222.8119965,270.5649109,292.8189697,-13.03705883,-3.77221036,1.703933716,-0.08643182367,0.05978401378,-0.0319316797,-1.111803651,3.235023499,1.819404602
2007,8,29,7.84,12.48,1.76,300.7545471,0.001422405214,-0.1449394226,1.235108018,0.001270770998,-1.2e-05,7.25e-06,4.5e-06,122646.9297,57431.65625,14285.24609,100431.7734,9.24e-05,0.003905169433,0.01467237622,90.1762619,1264.531036,1260.446777,222.9758301,270.7234192,293.6107788,-13.53950024,-3.982531309,0.8815695643,-0.1213502511,0.03500755504,-0.007902820595,1.011135697,1.310714126,1.324326873
2007,8,30,0.0,12.08,1.73,299.79599,0.01435232162,-0.004052480217,0.5986315608,0.01348638581,-6.26e-06,-1.53e-06,1.87e-06,122531.5234,57365.78125,14212.58496,100365.4688,9.35e-05,0.003753679572,0.01536947861,88.44260406,1290.448883,1286.86084,222.9760284,270.5337219,293.442749,-14.94663239,-5.660074711,-0.1700267792,-0.008549332619,-0.003306786297,-0.1110479459,-0.7360661626,0.3757940829,0.3002363741
2007,8,31,0.21,13.52,2.69,299.2018127,0.01262330962,0.05637614056,0.04994646832,0.01206040336,-8.12e-06,-3.23e-06,7.67e-06,122518.3359,57294.9375,14153.78906,100316.8047,9.61e-05,0.004023141693,0.01567502134,91.96243286,1271.755829,1268.064056,223.4213104,270.2704163,293.1564026,-13.68210506,-5.325437546,-0.9692694545,0.005153656006,-0.07377179712,-0.04187731072,-0.1660569459,-0.002072652103,-1.20291841
2007,9,1,0.52,11.91,4.49,298.9403076,0.01737546874,-0.2290198058,-0.03830528259,0.01578140259,6.01e-06,1.59e-05,-8.75e-06,122541.375,57216.03516,14089.68457,100245.0859,9.33e-05,0.004587974865,0.0149130784,64.05626678,1309.12207,1304.776337,224.4159698,270.3374939,293.1350708,-21.69155121,-7.778909683,-1.937658906,-0.03544378281,-0.08844069391,-0.1185585633,3.427448273,-0.1270917207,-1.062690139
2007,9,2,0.11,14.4,2.07,298.9864502,0.02482271288,0.1807041168,0.02521642111,0.02175581502,1.49e-05,2.07e-06,-1.31e-05,122734.4063,57259.05859,14063.46777,100235.4766,7.83e-05,0.004437082913,0.01560761873,82.19896698,1380.52002,1373.537384,224.3952026,271.1997375,292.741272,-22.39406395,-7.060618877,-2.500928879,-0.1266696453,-0.278287977,-0.2869055271,4.211711407,2.727314711,0.04357973859
2007,9,3,12.51,4.94,2.87,299.1680603,0.003462791559,1.670947433,1.324237227,0.003211974981,-2.62e-05,1.04e-06,1.58e-05,122769.2266,57313.62109,14092.91895,100292.7266,0.0001340897434,0.004580659792,0.01581975818,99.23578644,1429.069244,1421.371948,224.3895111,271.5205078,292.4263,-19.97986412,0.5008869171,6.080768108,-0.1355977803,-0.03923416138,-0.2119422406,-0.7856209874,3.726320982,0.0953578949
2007,9,4,0.25,19.7,4.52,298.864624,0.009279727936,1.873285294,1.295545578,0.008584976429,2.63e-05,3.6e-06,2.47e-05,122760.7813,57241.23047,14040.24219,100217.3359,0.0001485855319,0.004941883031,0.01562082022,99.69889069,1434.885498,1425.617706,224.6497803,271.2176514,292.7082214,-13.40009403,2.571591139,8.53882885,-0.1071561202,-0.1081836596,-0.300898999,-4.028696537,-1.051470399,-1.70087111
2007,9,5,13.26,11.39,3.27,298.2098999,0.01656436874,1.88551271,1.267684937,0.01194405556,9.86e-06,3.79e-07,2.42e-05,122796.75,57129.70313,13941.04688,100103.5859,0.000157904331,0.005736886058,0.0161213018,99.95371246,1482.771698,1464.50528,225.2016449,271.1626892,292.7563171,-6.653482437,2.34334445,7.378437519,-0.2902260125,-0.2452836484,-0.2706049681,-1.499773622,0.8560397029,-0.9282836914
2007,9,6,43.12,42.96,23.08,297.3851624,0.05714940839,2.182395935,2.14617157,0.005080700037,-5.46e-06,1.95e-05,8.82e-06,122699.3984,57084.45703,13997.06934,100208.5625,0.0001225322048,0.005944246426,0.01547580119,100.0,1491.922394,1454.335785,224.1144257,270.7129822,292.0769653,-4.547863483,8.103808403,10.68055439,-0.04535913467,-0.3941159546,-0.4060878754,-1.958032012,3.144223452,3.191630602
2007,9,7,12.4,2.79,1.13,298.9411926,0.004803180811,2.205441713,1.782875657,0.001531839429,-8.99e-06,1.45e-06,3.08e-05,122646.4063,57264.64063,14191.25,100365.6016,0.0001041889773,0.005170817021,0.0149736302,99.85631561,1342.606476,1336.627533,223.0541382,270.1732178,292.8623657,-7.245606899,10.28812218,9.812300682,-0.04759578034,-0.08982750028,-0.136844039,1.498121262,2.351507187,0.5992749333
2007,9,8,0.0,13.35,5.85,299.727478,0.003753185389,1.170480132,1.338202119,0.00293874729,6.16e-06,4.36e-06,1.41e-05,122703.0391,57437.91016,14358.08105,100542.3125,0.0001188115202,0.004312001634,0.01509398129,99.98143768,1315.287689,1309.412567,223.0454559,269.960022,292.9743958,-8.760638237,6.826353073,7.522398472,-0.1233052835,-0.002247452736,-0.07655934244,-3.402045488,0.4194075167,1.334995866
2007,9,9,7.75,8.51,1.82,298.944458,0.006077766186,1.397180557,1.449644685,0.005559444311,-1.84e-06,9.21e-06,2.34e-05,122683.75,57477.95703,14451.41797,100693.7578,0.0001186725494,0.004435193259,0.01438354794,99.55088043,1285.026947,1280.259521,223.1008453,269.6945801,292.6542053,-12.23811626,5.757951736,7.977763653,-0.0827941075,-0.01705078222,-0.1107339859,-1.561133742,2.568789721,0.1394201964
2007,9,10,4.74,10.71,1.0,298.8674622,0.006743908161,1.283346772,0.8636519313,0.005992650753,6.19e-06,1.22e-05,2.85e-05,122607.75,57493.45313,14492.07324,100728.2813,0.0001046155303,0.004711376037,0.01417995524,92.84210205,1281.019409,1276.743988,223.2098846,269.7276917,292.8052063,-16.95897102,6.088930607,5.832800388,-0.04710646346,-0.02036523819,-0.06662849337,2.5527637,0.7338199615,-1.879180312
2007,9,11,1.9,3.26,0.87,299.5624695,0.001152992249,1.30527246,0.5961589813,0.001076698332,2.94e-05,1.22e-06,2.02e-05,122577.9297,57472.42578,14441.08984,100638.8438,0.0001120526795,0.004750044551,0.01443518978,99.22192383,1271.812866,1265.806,222.7703705,269.5046082,293.3419495,-11.94406891,2.164799452,4.186386108,-0.1057062522,0.02936180495,-0.03779514506,0.6495221257,-4.14563179,-2.716136932
2007,9,12,0.95,8.6,1.17,299.0947571,0.007007598644,1.311592102,0.6091607213,0.006847858429,6e-06,3.17e-06,2.42e-05,122499.7109,57350.14453,14354.20801,100552.8438,9.03e-05,0.003276221221,0.01451819483,97.18462372,1216.273407,1212.789642,223.504715,269.3580322,293.4955444,-11.62451649,-1.049633026,3.52529788,-0.01279612351,-0.0980919227,-0.07016599178,1.00242424,-5.083865643,-4.49762392
2007,9,13,36.23,5.77,1.13,299.5838013,0.003978252411,1.119042754,0.1134567261,0.002235889435,2.24e-05,1.45e-06,2.21e-05,122524.9141,57314.15234,14357.34766,100517.3828,0.0001218053003,0.003855434246,0.01467293967,99.7547226,1245.174042,1233.273651,223.0873413,269.1830444,293.7322083,-10.40561962,-3.946922302,1.747640014,-0.1662310809,-0.03755418584,-0.06940897554,1.952440262,-5.605509281,-5.534936905
2007,9,14,29.68,13.56,2.09,297.3743896,0.02004480315,0.3058420718,-0.6173470616,0.01016140007,1.95e-05,-1.3e-05,2.08e-05,122543.25,57249.44922,14256.49902,100476.5625,0.0001034483212,0.005623260979,0.0149551956,99.33752441,1399.539642,1375.628265,222.6875458,270.041626,292.9532776,-8.419071198,-5.652809143,-1.777381301,-0.05145549774,-0.3263991177,0.02322252654,2.560237885,-0.8903204799,-5.956431866
2007,9,15,17.59,11.39,1.65,297.7955017,0.02011871338,0.1508808136,-0.524227798,0.01564431237,5.12e-06,9.39e-06,-7.47e-06,122465.7813,57250.55859,14128.87402,100345.5234,7.84e-05,0.004471394699,0.01512593124,76.6658783,1360.262329,1353.037262,222.8227539,270.9495544,292.4538879,-15.45547199,-3.449293137,-3.569901228,-0.0621211119,-0.03627904132,-0.1903052777,5.657360554,3.679950714,-3.231328249
2007,9,16,1.49,4.67,0.81,299.20755,0.005585670588,-0.8751932979,-0.3315041959,0.004384279135,1.23e-06,-1.01e-06,-3.59e-05,122547.0,57355.09766,14182.30078,100359.0625,8.18e-05,0.003551593749,0.01491084974,87.08648682,1287.904449,1283.636353,223.1267242,270.6264648,293.1965027,-17.55130768,-7.580741882,-4.358472347,-0.04281270504,-0.05019326881,-0.05475020409,4.861396313,2.256189346,0.2526683807
2007,9,17,2.51,3.04,1.43,300.2194824,0.004524231073,-1.673706651,0.5741233826,0.004240512731,2.34e-06,8.94e-06,-4.76e-05,122655.5703,57434.01172,14276.89453,100447.6484,0.0001157511651,0.004553327803,0.01442114636,96.03855133,1285.523804,1282.600342,223.4071503,269.9444275,293.4902039,-14.51035786,-9.038089752,-4.867482662,-0.007281899452,-0.0473382473,-0.06869709492,-1.875146866,0.299703598,1.441615462
2007,9,18,2.47,6.05,1.38,299.3880615,0.003973007086,-1.518051744,0.7860934138,0.003686904791,-9.05e-06,5.78e-06,-4.86e-05,122507.7266,57325.12109,14212.13574,100390.6484,0.0001083508469,0.004193235654,0.01335609704,95.60279083,1214.003906,1211.821198,223.2751617,269.910614,293.5054016,-9.145483971,-7.927056789,-4.091552734,-0.09348324686,-0.03980084136,-0.03423253819,-0.1499360353,-1.719016433,2.382976532
